date(year)	ssMean	ssStd	aaMean(nT)	aaStd(nT)
1.939789999999999964e+03	1.469000000000000057e+02	1.080000000000000071e+01	2.842338709677419217e+01	3.173406028348661323e+01
1.939874000000000024e+03	1.137000000000000028e+02	9.500000000000000000e+00	1.458750000000000036e+01	1.419010255130901577e+01
1.939958000000000084e+03	7.020000000000000284e+01	7.500000000000000000e+00	1.862903225806451601e+01	1.826218892205328714e+01
1.940041999999999916e+03	8.409999999999999432e+01	8.199999999999999289e+00	2.482661290322580783e+01	2.538236182378192041e+01
1.940124000000000024e+03	9.909999999999999432e+01	8.900000000000000355e+00	2.016379310344827758e+01	1.511875061290200861e+01
1.940205999999999904e+03	1.389000000000000057e+02	1.050000000000000000e+01	4.396370967741935232e+01	8.195033589912996774e+01
1.940289999999999964e+03	1.010999999999999943e+02	9.000000000000000000e+00	2.240416666666666501e+01	2.921014348884456879e+01
1.940373000000000047e+03	9.059999999999999432e+01	8.500000000000000000e+00	2.008467741935483986e+01	2.094955748379686966e+01
1.940455999999999904e+03	1.398000000000000114e+02	1.050000000000000000e+01	2.367083333333333428e+01	3.249275533569837648e+01
1.940539999999999964e+03	1.125000000000000000e+02	9.500000000000000000e+00	1.846370967741935587e+01	1.715438359606296359e+01
1.940624000000000024e+03	1.759000000000000057e+02	1.180000000000000071e+01	1.840322580645161210e+01	1.756091671997181436e+01
1.940708000000000084e+03	1.107999999999999972e+02	9.400000000000000355e+00	2.015833333333333499e+01	1.990246878879323589e+01
1.940790999999999940e+03	9.150000000000000000e+01	8.500000000000000000e+00	2.198387096774193594e+01	2.069478034197766902e+01
1.940874000000000024e+03	9.740000000000000568e+01	8.800000000000000711e+00	2.510833333333333428e+01	2.308942609122674128e+01
1.940958000000000084e+03	1.137999999999999972e+02	9.500000000000000000e+00	2.378225806451612812e+01	1.938554519849983748e+01
1.941041999999999916e+03	7.609999999999999432e+01	7.799999999999999822e+00	2.197177419354838790e+01	1.754611463509004921e+01
1.941123000000000047e+03	7.429999999999999716e+01	7.700000000000000178e+00	2.770982142857142705e+01	1.919357900361764635e+01
1.941203999999999951e+03	7.750000000000000000e+01	7.799999999999999822e+00	4.291129032258064768e+01	6.017387602938325841e+01
1.941288000000000011e+03	5.460000000000000142e+01	6.599999999999999645e+00	2.159166666666666501e+01	2.050162425814653133e+01
1.941371000000000095e+03	4.900000000000000000e+01	6.299999999999999822e+00	1.916532258064516014e+01	1.537727452021766084e+01
1.941454999999999927e+03	9.959999999999999432e+01	8.900000000000000355e+00	1.741250000000000142e+01	1.689997072236122833e+01
1.941538000000000011e+03	1.114000000000000057e+02	9.400000000000000355e+00	2.796370967741935587e+01	6.207801651652049202e+01
1.941623000000000047e+03	1.000999999999999943e+02	8.900000000000000355e+00	2.238306451612903203e+01	2.403916569648236745e+01
1.941707000000000107e+03	1.097999999999999972e+02	9.400000000000000355e+00	3.820833333333333570e+01	7.985564015076762701e+01
1.941789999999999964e+03	7.720000000000000284e+01	7.799999999999999822e+00	1.751209677419354804e+01	2.168431532438616927e+01
1.941874000000000024e+03	6.400000000000000000e+01	7.200000000000000178e+00	2.371666666666666501e+01	2.409207453822844869e+01
1.941958000000000084e+03	5.620000000000000284e+01	6.700000000000000178e+00	1.939112903225806406e+01	2.059802101399618124e+01
1.942041999999999916e+03	5.950000000000000000e+01	6.900000000000000355e+00	1.462500000000000000e+01	1.214464653730725274e+01
1.942123000000000047e+03	8.790000000000000568e+01	8.400000000000000355e+00	1.884821428571428470e+01	2.151420204582004203e+01
1.942203999999999951e+03	9.040000000000000568e+01	8.500000000000000000e+00	3.237903225806451957e+01	3.840186334985445882e+01
1.942288000000000011e+03	1.012000000000000028e+02	9.000000000000000000e+00	2.446666666666666501e+01	2.589688956011684695e+01
1.942371000000000095e+03	4.179999999999999716e+01	5.799999999999999822e+00	1.421774193548387011e+01	1.338846427139072404e+01
1.942454999999999927e+03	1.889999999999999858e+01	4.000000000000000000e+00	1.464166666666666750e+01	1.225479214656681037e+01
1.942538000000000011e+03	2.960000000000000142e+01	4.900000000000000355e+00	2.304435483870967616e+01	1.793047865803775665e+01
1.942623000000000047e+03	3.370000000000000284e+01	5.200000000000000178e+00	2.195967741935483986e+01	2.046531258619766191e+01
1.942707000000000107e+03	2.869999999999999929e+01	4.799999999999999822e+00	2.583749999999999858e+01	2.079169129925060489e+01
1.942789999999999964e+03	3.200000000000000000e+01	5.099999999999999645e+00	3.035887096774193594e+01	2.711988471790363420e+01
1.942874000000000024e+03	5.129999999999999716e+01	6.400000000000000355e+00	2.289166666666666572e+01	1.863611897782249116e+01
1.942958000000000084e+03	3.760000000000000142e+01	5.500000000000000000e+00	1.847983870967741993e+01	1.776298924930034318e+01
1.943041999999999916e+03	2.069999999999999929e+01	4.099999999999999645e+00	1.817741935483870819e+01	1.876555199634072579e+01
1.943123000000000047e+03	4.810000000000000142e+01	6.200000000000000178e+00	1.720089285714285765e+01	1.633001725316052344e+01
1.943203999999999951e+03	4.570000000000000284e+01	6.000000000000000000e+00	2.106451612903225978e+01	1.859272400849836515e+01
1.943288000000000011e+03	4.350000000000000000e+01	5.900000000000000355e+00	2.196249999999999858e+01	1.859599671300250279e+01
1.943371000000000095e+03	2.360000000000000142e+01	4.299999999999999822e+00	2.454435483870967616e+01	2.146710838295885537e+01
1.943454999999999927e+03	1.269999999999999929e+01	3.399999999999999911e+00	2.119166666666666643e+01	1.782685045716775463e+01
1.943538000000000011e+03	2.200000000000000000e+01	4.299999999999999822e+00	2.443145161290322420e+01	1.890050719124670309e+01
1.943623000000000047e+03	3.229999999999999716e+01	5.099999999999999645e+00	4.099193548387096797e+01	3.247790712303691407e+01
1.943707000000000107e+03	1.669999999999999929e+01	3.899999999999999911e+00	3.537916666666666998e+01	2.320474949887534422e+01
1.943789999999999964e+03	1.300000000000000000e+01	3.399999999999999911e+00	3.280645161290322420e+01	2.554318841698747633e+01
1.943874000000000024e+03	1.700000000000000000e+01	3.899999999999999911e+00	2.963333333333333286e+01	2.634132790038413319e+01
1.943958000000000084e+03	3.139999999999999858e+01	5.099999999999999645e+00	2.335887096774193594e+01	2.116896889049101560e+01
1.944041999999999916e+03	6.099999999999999645e+00	2.700000000000000178e+00	2.122983870967741993e+01	1.931632887647930019e+01
1.944124000000000024e+03	8.000000000000000444e-01	2.100000000000000089e+00	1.796120689655172242e+01	1.863911474677380298e+01
1.944205999999999904e+03	1.830000000000000071e+01	4.000000000000000000e+00	2.665322580645161210e+01	2.383141202848861795e+01
1.944289999999999964e+03	4.000000000000000222e-01	2.100000000000000089e+00	2.168333333333333357e+01	2.400902029562130124e+01
1.944373000000000047e+03	4.099999999999999645e+00	2.600000000000000089e+00	1.612096774193548399e+01	1.776599358594203792e+01
1.944455999999999904e+03	8.199999999999999289e+00	2.799999999999999822e+00	1.490000000000000036e+01	1.252823477855785939e+01
1.944539999999999964e+03	8.500000000000000000e+00	2.899999999999999911e+00	1.114112903225806406e+01	8.347314732380420210e+00
1.944624000000000024e+03	2.789999999999999858e+01	4.799999999999999822e+00	1.648790322580645196e+01	1.542724387789517415e+01
1.944708000000000084e+03	2.369999999999999929e+01	4.400000000000000355e+00	1.752499999999999858e+01	1.543343907451176733e+01
1.944790999999999940e+03	2.810000000000000142e+01	4.799999999999999822e+00	1.720967741935483986e+01	1.567424134787472312e+01
1.944874000000000024e+03	1.789999999999999858e+01	3.899999999999999911e+00	1.125833333333333286e+01	1.193907857509205783e+01
1.944958000000000084e+03	4.739999999999999858e+01	6.200000000000000178e+00	2.189112903225806406e+01	3.337229271874995362e+01
1.945041999999999916e+03	3.080000000000000071e+01	5.000000000000000000e+00	1.618145161290322420e+01	1.824594902868404134e+01
1.945123000000000047e+03	2.119999999999999929e+01	4.200000000000000178e+00	1.651339285714285765e+01	1.480437312041683207e+01
1.945203999999999951e+03	3.589999999999999858e+01	5.400000000000000355e+00	2.508064516129032384e+01	2.854583094078531147e+01
1.945288000000000011e+03	5.339999999999999858e+01	6.500000000000000000e+00	1.918750000000000000e+01	2.118613564928724813e+01
1.945371000000000095e+03	5.100000000000000000e+01	6.400000000000000355e+00	1.542338709677419395e+01	1.182065994057866831e+01
1.945454999999999927e+03	6.020000000000000284e+01	6.900000000000000355e+00	1.108750000000000036e+01	1.096759668675564292e+01
1.945538000000000011e+03	7.100000000000000000e+01	7.500000000000000000e+00	1.533064516129032206e+01	1.560485954820647514e+01
1.945623000000000047e+03	4.310000000000000142e+01	5.900000000000000355e+00	1.214112903225806406e+01	1.255986639604802946e+01
1.945707000000000107e+03	5.810000000000000142e+01	6.799999999999999822e+00	1.567083333333333250e+01	1.728691651622373016e+01
1.945789999999999964e+03	1.145000000000000000e+02	9.500000000000000000e+00	1.797580645161290391e+01	2.002718463363324730e+01
1.945874000000000024e+03	7.659999999999999432e+01	7.799999999999999822e+00	1.205416666666666714e+01	1.324863134964849465e+01
1.945958000000000084e+03	4.570000000000000284e+01	6.000000000000000000e+00	2.029838709677419217e+01	2.154065168043664613e+01
1.946041999999999916e+03	7.929999999999999716e+01	7.900000000000000355e+00	1.923387096774193594e+01	2.144501929953769093e+01
1.946123000000000047e+03	1.438000000000000114e+02	1.069999999999999929e+01	3.021875000000000000e+01	5.144832190663684202e+01
1.946203999999999951e+03	1.277000000000000028e+02	1.009999999999999964e+01	4.355241935483871174e+01	7.670453677513903301e+01
1.946288000000000011e+03	1.260999999999999943e+02	1.000000000000000000e+01	2.502083333333333215e+01	3.381388372605088222e+01
1.946371000000000095e+03	1.415999999999999943e+02	1.059999999999999964e+01	2.407661290322580783e+01	2.264038145435149474e+01
1.946454999999999927e+03	1.225999999999999943e+02	9.900000000000000355e+00	2.235416666666666785e+01	2.049236604133896122e+01
1.946538000000000011e+03	1.936999999999999886e+02	1.240000000000000036e+01	2.865725806451612812e+01	4.242592533898213958e+01
1.946623000000000047e+03	1.786999999999999886e+02	1.190000000000000036e+01	1.671370967741935587e+01	1.933310229380710510e+01
1.946707000000000107e+03	1.574000000000000057e+02	1.119999999999999929e+01	4.175416666666666998e+01	6.849101205734142184e+01
1.946789999999999964e+03	1.705000000000000000e+02	1.159999999999999964e+01	1.963709677419354804e+01	1.637185560916687521e+01
1.946874000000000024e+03	2.063000000000000114e+02	1.280000000000000071e+01	1.932916666666666572e+01	1.594482620284363250e+01
1.946958000000000084e+03	2.029000000000000057e+02	1.269999999999999929e+01	1.436693548387096797e+01	1.180684753324345415e+01
1.947041999999999916e+03	1.636999999999999886e+02	8.500000000000000000e+00	2.062903225806451601e+01	2.360613224796974308e+01
1.947123000000000047e+03	1.889000000000000057e+02	9.199999999999999289e+00	1.719196428571428470e+01	1.775185422102262578e+01
1.947203999999999951e+03	1.838000000000000114e+02	9.099999999999999645e+00	3.796370967741935232e+01	3.931452336641785905e+01
1.947288000000000011e+03	2.120999999999999943e+02	9.699999999999999289e+00	2.334583333333333499e+01	2.925037719367431066e+01
1.947371000000000095e+03	2.850000000000000000e+02	1.130000000000000071e+01	1.915725806451612812e+01	2.041355366238203928e+01
1.947454999999999927e+03	2.320999999999999943e+02	1.019999999999999929e+01	2.112500000000000000e+01	1.939762120295510428e+01
1.947538000000000011e+03	2.235000000000000000e+02	1.000000000000000000e+01	2.144758064516129181e+01	2.554307861465535723e+01
1.947623000000000047e+03	2.673999999999999773e+02	1.090000000000000036e+01	3.292338709677419217e+01	3.235872173616478165e+01
1.947707000000000107e+03	2.399000000000000057e+02	1.040000000000000036e+01	3.915416666666666856e+01	3.025222414917988090e+01
1.947789999999999964e+03	2.316999999999999886e+02	1.019999999999999929e+01	3.131854838709677580e+01	2.501288657206547938e+01
1.947874000000000024e+03	1.813000000000000114e+02	9.000000000000000000e+00	2.076666666666666572e+01	2.005086587213186178e+01
1.947958000000000084e+03	1.649000000000000057e+02	8.599999999999999645e+00	1.793548387096774022e+01	1.331549057609211495e+01
1.948041999999999916e+03	1.535999999999999943e+02	8.300000000000000711e+00	2.089112903225806406e+01	1.896389401321998847e+01
1.948124000000000024e+03	1.220000000000000000e+02	7.400000000000000355e+00	2.110344827586206762e+01	1.583529411894618200e+01
1.948205999999999904e+03	1.343000000000000114e+02	7.700000000000000178e+00	2.428629032258064413e+01	2.723069554357142508e+01
1.948289999999999964e+03	2.685000000000000000e+02	1.100000000000000000e+01	1.780833333333333357e+01	1.717861841230416076e+01
1.948373000000000047e+03	2.464000000000000057e+02	1.050000000000000000e+01	2.369354838709677580e+01	2.048511553242233774e+01
1.948455999999999904e+03	2.375000000000000000e+02	1.030000000000000071e+01	1.497499999999999964e+01	1.291701881240404681e+01
1.948539999999999964e+03	2.014000000000000057e+02	9.500000000000000000e+00	1.618548387096774022e+01	1.236140386084971254e+01
1.948624000000000024e+03	2.236999999999999886e+02	1.000000000000000000e+01	2.829838709677419217e+01	3.409935195645447692e+01
1.948708000000000084e+03	2.029000000000000057e+02	9.500000000000000000e+00	2.206250000000000000e+01	1.693960626510152068e+01
1.948790999999999940e+03	1.929000000000000057e+02	9.300000000000000711e+00	3.618145161290322420e+01	4.070937687603134236e+01
1.948874000000000024e+03	1.355999999999999943e+02	7.799999999999999822e+00	2.317083333333333428e+01	1.887480638237706998e+01
1.948958000000000084e+03	1.953000000000000114e+02	9.300000000000000711e+00	2.302016129032258007e+01	2.157534614471591894e+01
1.949041999999999916e+03	1.685999999999999943e+02	8.699999999999999289e+00	2.989112903225806406e+01	4.838655090417899629e+01
1.949123000000000047e+03	2.580000000000000000e+02	1.080000000000000071e+01	2.048660714285714235e+01	1.755373889525550979e+01
1.949203999999999951e+03	2.230000000000000000e+02	1.000000000000000000e+01	2.478225806451612812e+01	2.665008033755093564e+01
1.949288000000000011e+03	2.080999999999999943e+02	9.699999999999999289e+00	1.761666666666666714e+01	2.137782469964820464e+01
1.949371000000000095e+03	1.504000000000000057e+02	8.199999999999999289e+00	2.239112903225806406e+01	4.185377100229300851e+01
1.949454999999999927e+03	1.724000000000000057e+02	8.800000000000000711e+00	1.798333333333333428e+01	1.668206788407507091e+01
1.949538000000000011e+03	1.783000000000000114e+02	8.900000000000000355e+00	1.181854838709677402e+01	1.102322231250392903e+01
1.949623000000000047e+03	1.753000000000000114e+02	8.900000000000000355e+00	1.925806451612903203e+01	2.089890063775617435e+01
1.949707000000000107e+03	2.058000000000000114e+02	9.599999999999999645e+00	1.784583333333333499e+01	1.582156964312397918e+01
1.949789999999999964e+03	1.863000000000000114e+02	9.099999999999999645e+00	3.280241935483871174e+01	3.701140400477650871e+01
1.949874000000000024e+03	2.031999999999999886e+02	9.500000000000000000e+00	2.472916666666666785e+01	2.298544791758955697e+01
1.949958000000000084e+03	1.665999999999999943e+02	8.599999999999999645e+00	1.514516129032258007e+01	1.143226443602822684e+01
1.950041999999999916e+03	1.439000000000000057e+02	8.000000000000000000e+00	1.959677419354838790e+01	1.762165976348366669e+01
1.950123000000000047e+03	1.343000000000000114e+02	7.700000000000000178e+00	2.322321428571428470e+01	3.241643372400260148e+01
1.950203999999999951e+03	1.554000000000000057e+02	8.300000000000000711e+00	2.062096774193548399e+01	2.692824777247368218e+01
1.950288000000000011e+03	1.605999999999999943e+02	8.500000000000000000e+00	2.385416666666666785e+01	1.942226984603556161e+01
1.950371000000000095e+03	1.505000000000000000e+02	8.199999999999999289e+00	2.173387096774193594e+01	1.986308330959712620e+01
1.950454999999999927e+03	1.182999999999999972e+02	7.299999999999999822e+00	1.904166666666666785e+01	1.898415823493074583e+01
1.950538000000000011e+03	1.289000000000000057e+02	7.599999999999999645e+00	1.951612903225806406e+01	1.686233819883048923e+01
1.950623000000000047e+03	1.205999999999999943e+02	7.299999999999999822e+00	3.020564516129032384e+01	3.408732335184803475e+01
1.950707000000000107e+03	7.270000000000000284e+01	5.700000000000000178e+00	2.935000000000000142e+01	2.555211993814473104e+01
1.950789999999999964e+03	8.700000000000000000e+01	6.200000000000000178e+00	3.455241935483871174e+01	2.934481589571101168e+01
1.950874000000000024e+03	7.770000000000000284e+01	5.900000000000000355e+00	2.802499999999999858e+01	2.693695185057136143e+01
1.950958000000000084e+03	7.670000000000000284e+01	5.900000000000000355e+00	2.404435483870967616e+01	2.148860464112262036e+01
1.951041999999999916e+03	8.500000000000000000e+01	6.200000000000000178e+00	2.316129032258064413e+01	1.763719817956894786e+01
1.951123000000000047e+03	8.479999999999999716e+01	6.099999999999999645e+00	2.925446428571428470e+01	2.643696137037546379e+01
1.951203999999999951e+03	7.929999999999999716e+01	5.900000000000000355e+00	2.857661290322580783e+01	2.198684947458134786e+01
1.951288000000000011e+03	1.316999999999999886e+02	7.700000000000000178e+00	3.207500000000000284e+01	2.550985512176291081e+01
1.951371000000000095e+03	1.536999999999999886e+02	8.300000000000000711e+00	2.554032258064516014e+01	2.529866730952200271e+01
1.951454999999999927e+03	1.424000000000000057e+02	8.000000000000000000e+00	2.319583333333333286e+01	2.098628479044243633e+01
1.951538000000000011e+03	8.720000000000000284e+01	6.200000000000000178e+00	2.527419354838709609e+01	1.962484382912072078e+01
1.951623000000000047e+03	8.650000000000000000e+01	6.200000000000000178e+00	2.978629032258064413e+01	2.221228893623258571e+01
1.951707000000000107e+03	1.177000000000000028e+02	7.200000000000000178e+00	4.446666666666666856e+01	4.227507802739366127e+01
1.951789999999999964e+03	7.329999999999999716e+01	5.700000000000000178e+00	3.036290322580645196e+01	3.532700572517806847e+01
1.951874000000000024e+03	7.420000000000000284e+01	5.700000000000000178e+00	2.578333333333333499e+01	1.865126596835245110e+01
1.951958000000000084e+03	6.500000000000000000e+01	5.400000000000000355e+00	2.820564516129032384e+01	2.387995110770429363e+01
1.952041999999999916e+03	5.789999999999999858e+01	5.099999999999999645e+00	2.854032258064516014e+01	2.402817539471459085e+01
1.952124000000000024e+03	3.239999999999999858e+01	3.799999999999999822e+00	3.438793103448276156e+01	2.827231238232061727e+01
1.952205999999999904e+03	3.150000000000000000e+01	3.799999999999999822e+00	4.016129032258064768e+01	3.364937498743097422e+01
1.952289999999999964e+03	4.170000000000000284e+01	4.299999999999999822e+00	3.801250000000000284e+01	3.272543369333195784e+01
1.952373000000000047e+03	3.360000000000000142e+01	3.899999999999999911e+00	3.311693548387096797e+01	2.945592722480922276e+01
1.952455999999999904e+03	5.200000000000000000e+01	4.799999999999999822e+00	2.389166666666666572e+01	2.402769091185325578e+01
1.952539999999999964e+03	5.610000000000000142e+01	5.000000000000000000e+00	2.079435483870967616e+01	2.031630047292930641e+01
1.952624000000000024e+03	7.779999999999999716e+01	5.900000000000000355e+00	1.902822580645161210e+01	1.625636381833811939e+01
1.952708000000000084e+03	4.039999999999999858e+01	4.299999999999999822e+00	2.850000000000000000e+01	2.576431640855235017e+01
1.952790999999999940e+03	3.420000000000000284e+01	3.899999999999999911e+00	2.642741935483870819e+01	2.541357060233027099e+01
1.952874000000000024e+03	3.180000000000000071e+01	3.799999999999999822e+00	1.900416666666666643e+01	1.730811416568027639e+01
1.952958000000000084e+03	4.889999999999999858e+01	4.700000000000000178e+00	2.345161290322580783e+01	2.060627638441262022e+01
1.953041999999999916e+03	3.789999999999999858e+01	4.099999999999999645e+00	2.242338709677419217e+01	2.108417694765042327e+01
1.953123000000000047e+03	5.900000000000000355e+00	1.699999999999999956e+00	2.120982142857142705e+01	2.192368443610303430e+01
1.953203999999999951e+03	1.469999999999999929e+01	2.600000000000000089e+00	2.748387096774193594e+01	2.365408778386045441e+01
1.953288000000000011e+03	3.960000000000000142e+01	4.200000000000000178e+00	2.275000000000000000e+01	1.689834804549446545e+01
1.953371000000000095e+03	1.830000000000000071e+01	2.899999999999999911e+00	2.147177419354838790e+01	2.327412054567944111e+01
1.953454999999999927e+03	3.150000000000000000e+01	3.799999999999999822e+00	1.844166666666666643e+01	2.050743598199335338e+01
1.953538000000000011e+03	1.269999999999999929e+01	2.399999999999999911e+00	2.254838709677419217e+01	1.896765278671172084e+01
1.953623000000000047e+03	3.360000000000000142e+01	3.899999999999999911e+00	2.609274193548387188e+01	2.304928685968080515e+01
1.953707000000000107e+03	2.800000000000000000e+01	3.600000000000000089e+00	2.909166666666666501e+01	2.734410229931777536e+01
1.953789999999999964e+03	1.230000000000000071e+01	2.399999999999999911e+00	2.238709677419354804e+01	2.415114025138870346e+01
1.953874000000000024e+03	2.500000000000000000e+00	1.100000000000000089e+00	2.025833333333333286e+01	1.947369843033304093e+01
1.953958000000000084e+03	3.899999999999999911e+00	1.300000000000000044e+00	1.263709677419354804e+01	1.092041198961343262e+01
1.954041999999999916e+03	4.000000000000000222e-01	4.000000000000000222e-01	1.392741935483870996e+01	1.224986727189238600e+01
1.954123000000000047e+03	8.000000000000000444e-01	5.999999999999999778e-01	2.454017857142857295e+01	2.112480329503274845e+01
1.954203999999999951e+03	1.580000000000000071e+01	2.700000000000000178e+00	2.563709677419354804e+01	1.878414511497161854e+01
1.954288000000000011e+03	2.700000000000000178e+00	1.100000000000000089e+00	2.062500000000000000e+01	1.675189665878663092e+01
1.954371000000000095e+03	1.199999999999999956e+00	6.999999999999999556e-01	1.206451612903225801e+01	8.893856102882040204e+00
1.954454999999999927e+03	4.000000000000000222e-01	4.000000000000000222e-01	9.716666666666666785e+00	8.177390917781918844e+00
1.954538000000000011e+03	7.299999999999999822e+00	1.899999999999999911e+00	1.312500000000000000e+01	1.109183167194263220e+01
1.954623000000000047e+03	1.259999999999999964e+01	2.399999999999999911e+00	1.650806451612903203e+01	1.192347641429668315e+01
1.954707000000000107e+03	2.299999999999999822e+00	1.000000000000000000e+00	2.547500000000000142e+01	1.896134774569923209e+01
1.954789999999999964e+03	1.050000000000000000e+01	2.200000000000000178e+00	2.118548387096774022e+01	1.957774696891274502e+01
1.954874000000000024e+03	1.340000000000000036e+01	2.500000000000000000e+00	1.455833333333333357e+01	1.322705298074954960e+01
1.954958000000000084e+03	1.130000000000000071e+01	2.299999999999999822e+00	1.095161290322580605e+01	1.070751532781146054e+01
1.955041999999999916e+03	3.339999999999999858e+01	3.899999999999999911e+00	1.931048387096774022e+01	2.590468670558005115e+01
1.955123000000000047e+03	2.989999999999999858e+01	3.700000000000000178e+00	1.827678571428571530e+01	1.514083281196235653e+01
1.955203999999999951e+03	7.299999999999999822e+00	1.899999999999999911e+00	2.367741935483870819e+01	2.264916447476123906e+01
1.955288000000000011e+03	1.639999999999999858e+01	2.700000000000000178e+00	2.110833333333333428e+01	2.021480308805625725e+01
1.955371000000000095e+03	4.129999999999999716e+01	4.299999999999999822e+00	1.675806451612903203e+01	1.922400673542275840e+01
1.955454999999999927e+03	4.520000000000000284e+01	4.500000000000000000e+00	1.509583333333333321e+01	1.214372194341129152e+01
1.955538000000000011e+03	3.820000000000000284e+01	4.099999999999999645e+00	1.229435483870967794e+01	1.146198346301143189e+01
1.955623000000000047e+03	5.800000000000000000e+01	5.099999999999999645e+00	1.426612903225806406e+01	1.409049603683262220e+01
1.955707000000000107e+03	6.079999999999999716e+01	5.200000000000000178e+00	1.915833333333333499e+01	1.562236422213004516e+01
1.955789999999999964e+03	8.300000000000000000e+01	6.099999999999999645e+00	1.785887096774193594e+01	1.969792650008384527e+01
1.955874000000000024e+03	1.262999999999999972e+02	7.500000000000000000e+00	1.996249999999999858e+01	2.390420661201705244e+01
1.955958000000000084e+03	1.087999999999999972e+02	6.900000000000000355e+00	1.414919354838709609e+01	1.373239045966624694e+01
1.956041999999999916e+03	1.040999999999999943e+02	6.799999999999999822e+00	2.880645161290322420e+01	2.385733045504477801e+01
1.956124000000000024e+03	1.755999999999999943e+02	8.900000000000000355e+00	2.339224137931034520e+01	2.997781550684481644e+01
1.956205999999999904e+03	1.676999999999999886e+02	8.599999999999999645e+00	2.773790322580645196e+01	2.523358326983696642e+01
1.956289999999999964e+03	1.566999999999999886e+02	8.400000000000000355e+00	3.177083333333333215e+01	3.808479551350585268e+01
1.956373000000000047e+03	1.934000000000000057e+02	9.300000000000000711e+00	2.936693548387096797e+01	3.390128035876490742e+01
1.956455999999999904e+03	1.650999999999999943e+02	8.599999999999999645e+00	2.360833333333333428e+01	1.631808599547004235e+01
1.956539999999999964e+03	1.826999999999999886e+02	9.000000000000000000e+00	1.984677419354838790e+01	1.733332812208091767e+01
1.956624000000000024e+03	2.401999999999999886e+02	1.040000000000000036e+01	2.075000000000000000e+01	2.253210075683421465e+01
1.956708000000000084e+03	2.454000000000000057e+02	1.050000000000000000e+01	2.240416666666666501e+01	3.271975676313760317e+01
1.956790999999999940e+03	2.199000000000000057e+02	9.900000000000000355e+00	1.935887096774193594e+01	2.120265698542083754e+01
1.956874000000000024e+03	2.850000000000000000e+02	1.130000000000000071e+01	3.235416666666666430e+01	3.180100206972869969e+01
1.956958000000000084e+03	2.720000000000000000e+02	1.100000000000000000e+01	1.827016129032258007e+01	1.575504261231688830e+01
1.957041999999999916e+03	2.336999999999999886e+02	1.019999999999999929e+01	2.868951612903225978e+01	4.477241251425384405e+01
1.957123000000000047e+03	1.845000000000000000e+02	9.099999999999999645e+00	2.683482142857142705e+01	2.588133017744309328e+01
1.957203999999999951e+03	2.228000000000000114e+02	1.000000000000000000e+01	3.665322580645161565e+01	4.206006541242415153e+01
1.957288000000000011e+03	2.480000000000000000e+02	1.050000000000000000e+01	2.882083333333333286e+01	2.374248090039361614e+01
1.957371000000000095e+03	2.330000000000000000e+02	1.019999999999999929e+01	1.806048387096774022e+01	1.280689279223010146e+01
1.957454999999999927e+03	2.843000000000000114e+02	1.130000000000000071e+01	2.905833333333333357e+01	3.385946343179243456e+01
1.957538000000000011e+03	2.651000000000000227e+02	1.090000000000000036e+01	2.167741935483870819e+01	2.410328862152483609e+01
1.957623000000000047e+03	2.236999999999999886e+02	1.000000000000000000e+01	2.074596774193548399e+01	2.087568773908070341e+01
1.957707000000000107e+03	3.340000000000000000e+02	1.230000000000000071e+01	5.696666666666666856e+01	7.369536771210401582e+01
1.957789999999999964e+03	3.593999999999999773e+02	1.269999999999999929e+01	2.404838709677419217e+01	1.815051533912914650e+01
1.957874000000000024e+03	2.986000000000000227e+02	1.159999999999999964e+01	2.948333333333333428e+01	2.449472165363160059e+01
1.957958000000000084e+03	3.390000000000000000e+02	1.230000000000000071e+01	3.166532258064516014e+01	2.051329444749161013e+01
1.958041999999999916e+03	2.866999999999999886e+02	1.130000000000000071e+01	2.545161290322580783e+01	1.644166365822376719e+01
1.958123000000000047e+03	2.335999999999999943e+02	1.019999999999999929e+01	4.321428571428571530e+01	6.250184691148685090e+01
1.958203999999999951e+03	2.700000000000000000e+02	1.100000000000000000e+01	3.608064516129032029e+01	2.144971492937630586e+01
1.958288000000000011e+03	2.776000000000000227e+02	1.119999999999999929e+01	2.759583333333333499e+01	1.783907179869201798e+01
1.958371000000000095e+03	2.481999999999999886e+02	1.050000000000000000e+01	2.521370967741935587e+01	2.335315076717534666e+01
1.958454999999999927e+03	2.429000000000000057e+02	1.040000000000000036e+01	2.972083333333333499e+01	2.832330429120554172e+01
1.958538000000000011e+03	2.710000000000000000e+02	1.100000000000000000e+01	3.600403225806451957e+01	6.530026786882956458e+01
1.958623000000000047e+03	2.835000000000000000e+02	1.130000000000000071e+01	2.506854838709677580e+01	2.788410886015685364e+01
1.958707000000000107e+03	2.851000000000000227e+02	1.130000000000000071e+01	2.645416666666666572e+01	4.272867381480757842e+01
1.958789999999999964e+03	2.568999999999999773e+02	1.069999999999999929e+01	2.473790322580645196e+01	2.443457060733476993e+01
1.958874000000000024e+03	2.155999999999999943e+02	9.800000000000000711e+00	1.500416666666666643e+01	1.266672080580535287e+01
1.958958000000000084e+03	2.656999999999999886e+02	1.090000000000000036e+01	2.723790322580645196e+01	2.845659992821534701e+01
1.959041999999999916e+03	3.076999999999999886e+02	1.169999999999999929e+01	2.432258064516129181e+01	2.010939773367761063e+01
