date(year)	ssMean	ssStd	aaMean(nT)	aaStd(nT)
1.920455999999999904e+03	6.459999999999999432e+01	7.200000000000000178e+00	1.235833333333333250e+01	1.345999989681360276e+01
1.920539999999999964e+03	4.570000000000000284e+01	6.000000000000000000e+00	1.399193548387096797e+01	1.505018270585804707e+01
1.920624000000000024e+03	3.189999999999999858e+01	5.099999999999999645e+00	1.482258064516129004e+01	1.428062548728214765e+01
1.920708000000000084e+03	6.050000000000000000e+01	7.000000000000000000e+00	2.567500000000000071e+01	2.619260789484951957e+01
1.920790999999999940e+03	8.270000000000000284e+01	8.099999999999999645e+00	1.732661290322580783e+01	1.912190775705998647e+01
1.920874000000000024e+03	4.529999999999999716e+01	6.000000000000000000e+00	1.511666666666666714e+01	1.431065065684374105e+01
1.920958000000000084e+03	4.979999999999999716e+01	6.299999999999999822e+00	1.698790322580645196e+01	1.492359083282148546e+01
1.921041999999999916e+03	5.250000000000000000e+01	6.500000000000000000e+00	1.166935483870967794e+01	1.013594830150902482e+01
1.921123000000000047e+03	4.710000000000000142e+01	6.099999999999999645e+00	1.059375000000000000e+01	1.013393152139667563e+01
1.921203999999999951e+03	4.450000000000000000e+01	6.000000000000000000e+00	1.562903225806451601e+01	1.553506322439841902e+01
1.921288000000000011e+03	5.400000000000000000e+01	6.599999999999999645e+00	1.723333333333333428e+01	1.950586806294169762e+01
1.921371000000000095e+03	3.700000000000000000e+01	5.500000000000000000e+00	4.054032258064516014e+01	8.673480151268191207e+01
1.921454999999999927e+03	5.620000000000000284e+01	6.700000000000000178e+00	1.240833333333333321e+01	1.153003023509575264e+01
1.921538000000000011e+03	6.970000000000000284e+01	7.400000000000000355e+00	1.331451612903225801e+01	1.098119135046586514e+01
1.921623000000000047e+03	3.800000000000000000e+01	5.500000000000000000e+00	1.457258064516129004e+01	1.365866934144685452e+01
1.921707000000000107e+03	2.960000000000000142e+01	4.900000000000000355e+00	1.240416666666666679e+01	1.637882217902808435e+01
1.921789999999999964e+03	3.030000000000000071e+01	5.000000000000000000e+00	1.622580645161290391e+01	1.722705987949108319e+01
1.921874000000000024e+03	2.960000000000000142e+01	5.000000000000000000e+00	1.619583333333333286e+01	1.775971516209899548e+01
1.921958000000000084e+03	3.389999999999999858e+01	5.299999999999999822e+00	1.777419354838709609e+01	1.936630708617643037e+01
1.922041999999999916e+03	1.969999999999999929e+01	4.099999999999999645e+00	1.800000000000000000e+01	1.998204839510994901e+01
1.922123000000000047e+03	4.389999999999999858e+01	6.000000000000000000e+00	1.861160714285714235e+01	1.606532560214096961e+01
1.922203999999999951e+03	9.129999999999999716e+01	8.500000000000000000e+00	2.408870967741935587e+01	2.111623442755795210e+01
1.922288000000000011e+03	1.830000000000000071e+01	4.000000000000000000e+00	2.351249999999999929e+01	2.078881535225131572e+01
1.922371000000000095e+03	1.340000000000000036e+01	3.500000000000000000e+00	1.833064516129032384e+01	1.724735686818724290e+01
1.922454999999999927e+03	9.800000000000000711e+00	3.100000000000000089e+00	1.858749999999999858e+01	1.611962604249862707e+01
1.922538000000000011e+03	1.830000000000000071e+01	4.000000000000000000e+00	2.002822580645161210e+01	1.768574266539097906e+01
1.922623000000000047e+03	1.090000000000000036e+01	3.299999999999999822e+00	2.067741935483870819e+01	1.743608067970846776e+01
1.922707000000000107e+03	7.799999999999999822e+00	2.799999999999999822e+00	1.967083333333333428e+01	2.119050453950752200e+01
1.922789999999999964e+03	1.040000000000000036e+01	3.200000000000000178e+00	2.014112903225806406e+01	2.165064072692945629e+01
1.922874000000000024e+03	1.219999999999999929e+01	3.299999999999999822e+00	1.309166666666666679e+01	1.433585006974550424e+01
1.922958000000000084e+03	2.900000000000000000e+01	5.000000000000000000e+00	1.037096774193548399e+01	1.110795104791294818e+01
1.923041999999999916e+03	7.500000000000000000e+00	3.000000000000000000e+00	1.016129032258064591e+01	9.412489212412268103e+00
1.923123000000000047e+03	2.500000000000000000e+00	2.299999999999999822e+00	1.367410714285714235e+01	1.638994816918346231e+01
1.923203999999999951e+03	5.500000000000000000e+00	2.600000000000000089e+00	1.206048387096774199e+01	1.530866462723299470e+01
1.923288000000000011e+03	1.019999999999999929e+01	3.100000000000000089e+00	1.002500000000000036e+01	1.004860064884658399e+01
1.923371000000000095e+03	5.299999999999999822e+00	2.600000000000000089e+00	1.011290322580645196e+01	1.198130915178449030e+01
1.923454999999999927e+03	1.530000000000000071e+01	3.700000000000000178e+00	1.113333333333333286e+01	1.448213458790596420e+01
1.923538000000000011e+03	5.900000000000000355e+00	2.700000000000000178e+00	8.399193548387096087e+00	9.267416001757760924e+00
1.923623000000000047e+03	8.000000000000000444e-01	2.100000000000000089e+00	7.286290322580645018e+00	8.613725306605051202e+00
1.923707000000000107e+03	2.210000000000000142e+01	4.200000000000000178e+00	1.073750000000000071e+01	1.622504012578500010e+01
1.923789999999999964e+03	1.950000000000000000e+01	4.000000000000000000e+00	1.256854838709677402e+01	1.969821044326142712e+01
1.923874000000000024e+03	1.669999999999999929e+01	3.799999999999999822e+00	7.837500000000000355e+00	8.408988866088478176e+00
1.923958000000000084e+03	4.599999999999999645e+00	2.600000000000000089e+00	9.564516129032258007e+00	1.036374102299335398e+01
1.924041999999999916e+03	8.000000000000000444e-01	2.100000000000000089e+00	1.362903225806451601e+01	1.803914549060507611e+01
1.924124000000000024e+03	8.500000000000000000e+00	3.100000000000000089e+00	1.093534482758620641e+01	1.170102231247150470e+01
1.924205999999999904e+03	3.000000000000000000e+00	2.399999999999999911e+00	1.292338709677419395e+01	1.290435415933362151e+01
1.924289999999999964e+03	1.889999999999999858e+01	4.200000000000000178e+00	7.308333333333333570e+00	8.563289704053900664e+00
1.924373000000000047e+03	3.460000000000000142e+01	5.299999999999999822e+00	1.019758064516129004e+01	1.475598819785070326e+01
1.924455999999999904e+03	4.000000000000000000e+01	5.599999999999999645e+00	1.233750000000000036e+01	1.645140096617913983e+01
1.924539999999999964e+03	4.689999999999999858e+01	6.099999999999999645e+00	9.709677419354838079e+00	9.312906577873514280e+00
1.924624000000000024e+03	3.210000000000000142e+01	5.099999999999999645e+00	6.915322580645161032e+00	9.078781930829412872e+00
1.924708000000000084e+03	4.189999999999999858e+01	5.799999999999999822e+00	1.259999999999999964e+01	1.468638825579659013e+01
1.924790999999999940e+03	4.260000000000000142e+01	5.799999999999999822e+00	8.741935483870967971e+00	1.235814408744938753e+01
1.924874000000000024e+03	3.750000000000000000e+01	5.599999999999999645e+00	9.329166666666667496e+00	1.132861344732394393e+01
1.924958000000000084e+03	2.750000000000000000e+01	4.799999999999999822e+00	7.870967741935483986e+00	8.539724765089067304e+00
1.925041999999999916e+03	9.099999999999999645e+00	3.100000000000000089e+00	9.358870967741935942e+00	1.145416188691856085e+01
1.925123000000000047e+03	3.860000000000000142e+01	5.599999999999999645e+00	8.571428571428571175e+00	9.153174981660624709e+00
1.925203999999999951e+03	3.000000000000000000e+01	5.000000000000000000e+00	8.564516129032258007e+00	9.244651405249339149e+00
1.925288000000000011e+03	5.300000000000000000e+01	6.500000000000000000e+00	1.080833333333333357e+01	1.010923326579331771e+01
1.925371000000000095e+03	7.140000000000000568e+01	7.500000000000000000e+00	1.097580645161290391e+01	1.507104878389058733e+01
1.925454999999999927e+03	7.909999999999999432e+01	7.900000000000000355e+00	1.771249999999999858e+01	1.847105421328192776e+01
1.925538000000000011e+03	6.420000000000000284e+01	7.200000000000000178e+00	1.180645161290322598e+01	1.266706258395067763e+01
1.925623000000000047e+03	6.329999999999999716e+01	7.099999999999999645e+00	1.362500000000000000e+01	1.408673091612194384e+01
1.925707000000000107e+03	1.002999999999999972e+02	8.900000000000000355e+00	1.798750000000000071e+01	2.095878520056287542e+01
1.925789999999999964e+03	1.152999999999999972e+02	9.599999999999999645e+00	2.169758064516129181e+01	2.427167459602054578e+01
1.925874000000000024e+03	9.759999999999999432e+01	8.800000000000000711e+00	1.317500000000000071e+01	1.637918521579548425e+01
1.925958000000000084e+03	1.644000000000000057e+02	1.140000000000000036e+01	1.292741935483870996e+01	1.413168105602807678e+01
1.926041999999999916e+03	1.197000000000000028e+02	9.800000000000000711e+00	2.720564516129032384e+01	3.561943290382678384e+01
1.926123000000000047e+03	1.164000000000000057e+02	9.599999999999999645e+00	2.622767857142857295e+01	3.118732202875481008e+01
1.926203999999999951e+03	1.042000000000000028e+02	9.099999999999999645e+00	2.765322580645161210e+01	2.513673714128987413e+01
1.926288000000000011e+03	6.420000000000000284e+01	7.200000000000000178e+00	2.719583333333333286e+01	3.576775758471432454e+01
1.926371000000000095e+03	1.070000000000000000e+02	9.199999999999999289e+00	1.968145161290322420e+01	1.924479765033910184e+01
1.926454999999999927e+03	1.224000000000000057e+02	9.900000000000000355e+00	1.622500000000000142e+01	2.075369946941187393e+01
1.926538000000000011e+03	8.720000000000000284e+01	8.300000000000000711e+00	1.139516129032258007e+01	1.095210875878741597e+01
1.926623000000000047e+03	1.027000000000000028e+02	9.000000000000000000e+00	1.318145161290322598e+01	1.215671105600818436e+01
1.926707000000000107e+03	1.014000000000000057e+02	9.000000000000000000e+00	2.273333333333333428e+01	2.833570578302616383e+01
1.926789999999999964e+03	1.192999999999999972e+02	9.699999999999999289e+00	2.336693548387096797e+01	4.583990412253912439e+01
1.926874000000000024e+03	1.007999999999999972e+02	9.000000000000000000e+00	1.194166666666666643e+01	1.589853024304098739e+01
1.926958000000000084e+03	1.324000000000000057e+02	1.030000000000000071e+01	1.331048387096774199e+01	1.281900880967959644e+01
1.927041999999999916e+03	1.360000000000000000e+02	1.040000000000000036e+01	1.558467741935483808e+01	1.704243065521691491e+01
1.927123000000000047e+03	1.550999999999999943e+02	1.109999999999999964e+01	1.521428571428571352e+01	1.369595128615216062e+01
1.927203999999999951e+03	1.160999999999999943e+02	9.599999999999999645e+00	2.075806451612903203e+01	1.902624289854798079e+01
1.927288000000000011e+03	1.558000000000000114e+02	1.109999999999999964e+01	1.567083333333333250e+01	1.922920910071157508e+01
1.927371000000000095e+03	1.319000000000000057e+02	1.019999999999999929e+01	1.684677419354838790e+01	1.933096477860306095e+01
1.927454999999999927e+03	9.850000000000000000e+01	8.800000000000000711e+00	1.120833333333333393e+01	1.076676664040272158e+01
1.927538000000000011e+03	9.159999999999999432e+01	8.500000000000000000e+00	1.656451612903225978e+01	3.102177745356916461e+01
1.927623000000000047e+03	8.959999999999999432e+01	8.400000000000000355e+00	1.853225806451612812e+01	2.862506106032957121e+01
1.927707000000000107e+03	1.140999999999999943e+02	9.500000000000000000e+00	2.096249999999999858e+01	1.935293501642580338e+01
1.927789999999999964e+03	1.052000000000000028e+02	9.099999999999999645e+00	2.475806451612903203e+01	3.925862776917220032e+01
1.927874000000000024e+03	1.120999999999999943e+02	9.400000000000000355e+00	8.020833333333333925e+00	9.501512123808973698e+00
1.927958000000000084e+03	7.529999999999999716e+01	7.700000000000000178e+00	1.590322580645161210e+01	1.854741932959194983e+01
1.928041999999999916e+03	1.391999999999999886e+02	1.050000000000000000e+01	1.016935483870967794e+01	1.083953469882322551e+01
1.928124000000000024e+03	1.224000000000000057e+02	9.900000000000000355e+00	1.356465517241379359e+01	1.109151395336298052e+01
1.928205999999999904e+03	1.424000000000000057e+02	1.069999999999999929e+01	1.136290322580645196e+01	1.228087595214303462e+01
1.928289999999999964e+03	1.343000000000000114e+02	1.030000000000000071e+01	1.287916666666666643e+01	1.211739380555443191e+01
1.928373000000000047e+03	1.283000000000000114e+02	1.009999999999999964e+01	2.359677419354838790e+01	2.797750229658579002e+01
1.928455999999999904e+03	1.524000000000000057e+02	1.100000000000000000e+01	2.025416666666666643e+01	1.732910555411200804e+01
1.928539999999999964e+03	1.634000000000000057e+02	1.140000000000000036e+01	2.780241935483870819e+01	6.288601178336634234e+01
1.928624000000000024e+03	1.395999999999999943e+02	1.050000000000000000e+01	1.590322580645161210e+01	1.715720452211045810e+01
1.928708000000000084e+03	1.495999999999999943e+02	1.090000000000000036e+01	1.959166666666666501e+01	1.946963269356210091e+01
1.928790999999999940e+03	1.022999999999999972e+02	9.000000000000000000e+00	2.350000000000000000e+01	2.743834731221628331e+01
1.928874000000000024e+03	8.390000000000000568e+01	8.199999999999999289e+00	1.822083333333333499e+01	1.867320895397705627e+01
1.928958000000000084e+03	9.829999999999999716e+01	8.800000000000000711e+00	1.565322580645161210e+01	1.510423159829118411e+01
1.929041999999999916e+03	1.147999999999999972e+02	9.599999999999999645e+00	1.308064516129032206e+01	1.395591952923015278e+01
1.929123000000000047e+03	1.047000000000000028e+02	9.099999999999999645e+00	2.402678571428571530e+01	3.168101612204870676e+01
1.929203999999999951e+03	8.379999999999999716e+01	8.199999999999999289e+00	2.627016129032258007e+01	2.684865732162383978e+01
1.929288000000000011e+03	8.790000000000000568e+01	8.400000000000000355e+00	1.396250000000000036e+01	1.263339860911016643e+01
1.929371000000000095e+03	9.700000000000000000e+01	8.800000000000000711e+00	1.630645161290322420e+01	1.287074540999661920e+01
1.929454999999999927e+03	1.199000000000000057e+02	9.800000000000000711e+00	1.476249999999999929e+01	1.411699072335649419e+01
1.929538000000000011e+03	1.170999999999999943e+02	9.599999999999999645e+00	1.858467741935483986e+01	2.283533461883153848e+01
1.929623000000000047e+03	1.095999999999999943e+02	9.300000000000000711e+00	1.592338709677419395e+01	2.153219123766360710e+01
1.929707000000000107e+03	5.729999999999999716e+01	6.799999999999999822e+00	2.152916666666666501e+01	1.936726144740712030e+01
1.929789999999999964e+03	9.009999999999999432e+01	8.500000000000000000e+00	2.555241935483870819e+01	2.496330521084794185e+01
1.929874000000000024e+03	1.350999999999999943e+02	1.040000000000000036e+01	2.269999999999999929e+01	2.261474445282693324e+01
1.929958000000000084e+03	1.799000000000000057e+02	1.200000000000000000e+01	2.103629032258064413e+01	2.077011980131251079e+01
1.930041999999999916e+03	1.087999999999999972e+02	9.300000000000000711e+00	2.100000000000000000e+01	1.783458944425582615e+01
1.930123000000000047e+03	8.309999999999999432e+01	8.099999999999999645e+00	2.796428571428571530e+01	2.253209162641640972e+01
1.930203999999999951e+03	5.839999999999999858e+01	6.799999999999999822e+00	3.090322580645161210e+01	2.813430329423917087e+01
1.930288000000000011e+03	6.370000000000000284e+01	7.099999999999999645e+00	3.822500000000000142e+01	2.637200614919792940e+01
1.930371000000000095e+03	6.139999999999999858e+01	7.000000000000000000e+00	3.641935483870967971e+01	2.880232875166955608e+01
1.930454999999999927e+03	4.800000000000000000e+01	6.200000000000000178e+00	3.337083333333333002e+01	2.656532795403730063e+01
1.930538000000000011e+03	3.650000000000000000e+01	5.400000000000000355e+00	2.837903225806451601e+01	2.111492849893384260e+01
1.930623000000000047e+03	4.150000000000000000e+01	5.700000000000000178e+00	3.336693548387096797e+01	2.585377685572294126e+01
1.930707000000000107e+03	5.350000000000000000e+01	6.500000000000000000e+00	2.882499999999999929e+01	2.703105081814862132e+01
1.930789999999999964e+03	5.720000000000000284e+01	6.799999999999999822e+00	2.929032258064516014e+01	2.464956787998798049e+01
1.930874000000000024e+03	5.939999999999999858e+01	6.900000000000000355e+00	1.884583333333333499e+01	1.930039894161660996e+01
1.930958000000000084e+03	4.300000000000000000e+01	5.900000000000000355e+00	1.718145161290322420e+01	2.278890104406190531e+01
1.931041999999999916e+03	2.439999999999999858e+01	4.500000000000000000e+00	1.300403225806451601e+01	1.239683166594586616e+01
1.931123000000000047e+03	7.179999999999999716e+01	7.599999999999999645e+00	1.539732142857142883e+01	1.742146131223860550e+01
1.931203999999999951e+03	5.010000000000000142e+01	6.299999999999999822e+00	1.290725806451612989e+01	1.132561807319381231e+01
1.931288000000000011e+03	5.200000000000000000e+01	6.400000000000000355e+00	9.954166666666667496e+00	1.019487122555040237e+01
1.931371000000000095e+03	4.079999999999999716e+01	5.700000000000000178e+00	1.203225806451612989e+01	1.314800088071221573e+01
1.931454999999999927e+03	2.550000000000000000e+01	4.700000000000000178e+00	1.469999999999999929e+01	1.468479939710901583e+01
1.931538000000000011e+03	2.900000000000000000e+01	4.799999999999999822e+00	1.309677419354838790e+01	1.313817348406537633e+01
1.931623000000000047e+03	2.160000000000000142e+01	4.299999999999999822e+00	1.770967741935483986e+01	1.493306257806676207e+01
1.931707000000000107e+03	3.169999999999999929e+01	5.000000000000000000e+00	2.127499999999999858e+01	1.597652574873523612e+01
1.931789999999999964e+03	1.660000000000000142e+01	3.700000000000000178e+00	2.737903225806451601e+01	2.402253402534710602e+01
1.931874000000000024e+03	3.119999999999999929e+01	5.099999999999999645e+00	2.377916666666666501e+01	1.772583987588615173e+01
1.931958000000000084e+03	2.969999999999999929e+01	4.900000000000000355e+00	2.114112903225806406e+01	1.683554952347989797e+01
1.932041999999999916e+03	2.010000000000000142e+01	4.099999999999999645e+00	2.023790322580645196e+01	1.616808930370469710e+01
1.932124000000000024e+03	1.760000000000000142e+01	3.899999999999999911e+00	2.144827586206896441e+01	1.911121932070008000e+01
1.932205999999999904e+03	1.880000000000000071e+01	4.000000000000000000e+00	2.796370967741935587e+01	2.328683982035644462e+01
1.932289999999999964e+03	1.869999999999999929e+01	4.099999999999999645e+00	2.827499999999999858e+01	1.983198699912173169e+01
1.932373000000000047e+03	2.969999999999999929e+01	4.900000000000000355e+00	2.224596774193548399e+01	2.340509283975752908e+01
1.932455999999999904e+03	3.689999999999999858e+01	5.400000000000000355e+00	1.186250000000000071e+01	1.104921990081954597e+01
1.932539999999999964e+03	1.600000000000000000e+01	3.799999999999999822e+00	1.247177419354838790e+01	1.278825734353572230e+01
1.932624000000000024e+03	1.130000000000000071e+01	3.299999999999999822e+00	1.908064516129032384e+01	2.040501075961235244e+01
1.932708000000000084e+03	6.599999999999999645e+00	2.700000000000000178e+00	1.913749999999999929e+01	1.839072031623557635e+01
1.932790999999999940e+03	1.480000000000000071e+01	3.500000000000000000e+00	1.720564516129032384e+01	1.703915226963002283e+01
1.932874000000000024e+03	1.369999999999999929e+01	3.500000000000000000e+00	1.383333333333333393e+01	1.280874267400547240e+01
1.932958000000000084e+03	1.850000000000000000e+01	3.899999999999999911e+00	1.531048387096774199e+01	1.447593842603152048e+01
1.933041999999999916e+03	2.039999999999999858e+01	4.200000000000000178e+00	1.592338709677419395e+01	1.402180680037099592e+01
1.933123000000000047e+03	3.689999999999999858e+01	5.599999999999999645e+00	1.840178571428571530e+01	1.980686200601978797e+01
1.933203999999999951e+03	1.680000000000000071e+01	3.799999999999999822e+00	1.923790322580645196e+01	1.950278761192348398e+01
1.933288000000000011e+03	4.900000000000000355e+00	2.600000000000000089e+00	2.116666666666666785e+01	1.844421017254164852e+01
1.933371000000000095e+03	5.299999999999999822e+00	2.600000000000000089e+00	1.755645161290322420e+01	2.226048227869101481e+01
1.933454999999999927e+03	8.699999999999999289e+00	3.000000000000000000e+00	1.365416666666666679e+01	1.298144442292750256e+01
1.933538000000000011e+03	4.700000000000000178e+00	2.600000000000000089e+00	1.230645161290322598e+01	1.360038983036814564e+01
1.933623000000000047e+03	4.000000000000000222e-01	2.000000000000000000e+00	1.419354838709677402e+01	1.710530827783927066e+01
1.933707000000000107e+03	8.500000000000000000e+00	3.000000000000000000e+00	1.844583333333333286e+01	2.147724530688752509e+01
1.933789999999999964e+03	5.000000000000000000e+00	2.600000000000000089e+00	1.686290322580645196e+01	1.652873093767303203e+01
1.933874000000000024e+03	1.000000000000000000e+00	2.100000000000000089e+00	1.600833333333333286e+01	1.514925511553474280e+01
1.933958000000000084e+03	4.000000000000000222e-01	2.100000000000000089e+00	1.302419354838709609e+01	1.394977379263781714e+01
1.934041999999999916e+03	5.700000000000000178e+00	2.700000000000000178e+00	1.152822580645161210e+01	1.178739800341648625e+01
1.934123000000000047e+03	1.290000000000000036e+01	3.399999999999999911e+00	1.490625000000000000e+01	1.603192006396925606e+01
1.934203999999999951e+03	7.200000000000000178e+00	2.799999999999999822e+00	2.002419354838709609e+01	1.927766705102774836e+01
1.934288000000000011e+03	1.880000000000000071e+01	4.000000000000000000e+00	1.134166666666666679e+01	1.168403171949743680e+01
1.934371000000000095e+03	3.289999999999999858e+01	5.200000000000000178e+00	1.144758064516129004e+01	1.430476439754611206e+01
1.934454999999999927e+03	1.119999999999999929e+01	3.299999999999999822e+00	1.002500000000000036e+01	1.055616920730874497e+01
1.934538000000000011e+03	1.530000000000000071e+01	3.700000000000000178e+00	1.026612903225806406e+01	1.373311800637055136e+01
1.934623000000000047e+03	1.390000000000000036e+01	3.600000000000000089e+00	1.741532258064516014e+01	1.474845833580711840e+01
1.934707000000000107e+03	6.700000000000000178e+00	2.799999999999999822e+00	1.766666666666666785e+01	1.876092274442337171e+01
1.934789999999999964e+03	9.500000000000000000e+00	3.000000000000000000e+00	1.162096774193548399e+01	1.183154118470670824e+01
1.934874000000000024e+03	1.450000000000000000e+01	3.600000000000000089e+00	9.508333333333332860e+00	1.102421261990573775e+01
1.934958000000000084e+03	2.569999999999999929e+01	4.700000000000000178e+00	1.550806451612903203e+01	1.664864421862688459e+01
1.935041999999999916e+03	3.110000000000000142e+01	5.000000000000000000e+00	1.568951612903225801e+01	1.381897549157811689e+01
1.935123000000000047e+03	3.410000000000000142e+01	5.200000000000000178e+00	1.651785714285714235e+01	1.608431031363502939e+01
1.935203999999999951e+03	3.850000000000000000e+01	5.599999999999999645e+00	1.783064516129032384e+01	1.877228644287755444e+01
1.935288000000000011e+03	2.039999999999999858e+01	4.200000000000000178e+00	1.363749999999999929e+01	1.850151598518348450e+01
1.935371000000000095e+03	4.539999999999999858e+01	6.099999999999999645e+00	1.161290322580645196e+01	1.536502610004782632e+01
1.935454999999999927e+03	7.620000000000000284e+01	7.799999999999999822e+00	1.645833333333333215e+01	1.959736199650917854e+01
1.935538000000000011e+03	5.650000000000000000e+01	6.700000000000000178e+00	1.254838709677419395e+01	1.480537981924447521e+01
1.935623000000000047e+03	5.020000000000000284e+01	6.299999999999999822e+00	9.875000000000000000e+00	9.218040910399912136e+00
1.935707000000000107e+03	7.009999999999999432e+01	7.500000000000000000e+00	2.078750000000000142e+01	2.171310688079130458e+01
1.935789999999999964e+03	8.870000000000000284e+01	8.400000000000000355e+00	2.020564516129032384e+01	1.875677427052369950e+01
1.935874000000000024e+03	1.070000000000000000e+02	9.199999999999999289e+00	1.567083333333333250e+01	1.512627347715079118e+01
1.935958000000000084e+03	1.025000000000000000e+02	9.000000000000000000e+00	1.770564516129032384e+01	1.425028467411947375e+01
1.936041999999999916e+03	1.047000000000000028e+02	9.099999999999999645e+00	1.753629032258064413e+01	1.426614441819772594e+01
1.936124000000000024e+03	1.239000000000000057e+02	9.900000000000000355e+00	1.984051724137930961e+01	1.687237835803237118e+01
1.936205999999999904e+03	1.284000000000000057e+02	1.009999999999999964e+01	1.554032258064516192e+01	1.302627567497547822e+01
1.936289999999999964e+03	1.247999999999999972e+02	1.000000000000000000e+01	2.215416666666666501e+01	2.026977386748280452e+01
1.936373000000000047e+03	9.090000000000000568e+01	8.500000000000000000e+00	1.757258064516129181e+01	1.603558210169716958e+01
1.936455999999999904e+03	1.167000000000000028e+02	9.599999999999999645e+00	1.987083333333333357e+01	2.226273005059252696e+01
1.936539999999999964e+03	8.720000000000000284e+01	8.300000000000000711e+00	1.802822580645161210e+01	1.766817834086172212e+01
1.936624000000000024e+03	1.450000000000000000e+02	1.069999999999999929e+01	1.025000000000000000e+01	9.143237409286747663e+00
1.936708000000000084e+03	1.267000000000000028e+02	1.000000000000000000e+01	9.779166666666666785e+00	9.169082068136493291e+00
1.936790999999999940e+03	1.481999999999999886e+02	1.090000000000000036e+01	1.543951612903225801e+01	1.648913287567528130e+01
1.936874000000000024e+03	1.923000000000000114e+02	1.240000000000000036e+01	1.808749999999999858e+01	2.186999109320044354e+01
1.936958000000000084e+03	2.055999999999999943e+02	1.280000000000000071e+01	1.207258064516129004e+01	1.170619727454621106e+01
1.937041999999999916e+03	2.209000000000000057e+02	1.330000000000000071e+01	1.223387096774193594e+01	1.439456039226542217e+01
1.937123000000000047e+03	2.140999999999999943e+02	1.300000000000000000e+01	2.234375000000000000e+01	2.070396477407338054e+01
1.937203999999999951e+03	1.396999999999999886e+02	1.050000000000000000e+01	1.861693548387096797e+01	2.048294027286229380e+01
1.937288000000000011e+03	1.821999999999999886e+02	1.200000000000000000e+01	2.633333333333333215e+01	3.800972097883499146e+01
1.937371000000000095e+03	1.944000000000000057e+02	1.240000000000000036e+01	1.862096774193548399e+01	1.849022965276155261e+01
1.937454999999999927e+03	2.170999999999999943e+02	1.309999999999999964e+01	1.894999999999999929e+01	1.565186357381552540e+01
1.937538000000000011e+03	2.418000000000000114e+02	1.390000000000000036e+01	1.882661290322580783e+01	1.733465021870919642e+01
1.937623000000000047e+03	2.295000000000000000e+02	1.350000000000000000e+01	1.474193548387096797e+01	2.413399121027794081e+01
1.937707000000000107e+03	1.679000000000000057e+02	1.159999999999999964e+01	1.470833333333333393e+01	1.575906925833150041e+01
1.937789999999999964e+03	2.081999999999999886e+02	1.290000000000000036e+01	2.788306451612903203e+01	2.673477927469769710e+01
1.937874000000000024e+03	1.239000000000000057e+02	9.900000000000000355e+00	1.939583333333333215e+01	1.788101831474433467e+01
1.937958000000000084e+03	1.479000000000000057e+02	1.080000000000000071e+01	1.654838709677419217e+01	1.662021448888694763e+01
1.938041999999999916e+03	1.640000000000000000e+02	1.140000000000000036e+01	4.668951612903225623e+01	8.224690142074811661e+01
1.938123000000000047e+03	1.985999999999999943e+02	1.259999999999999964e+01	2.604464285714285765e+01	2.422804174949568790e+01
1.938203999999999951e+03	1.441999999999999886e+02	1.069999999999999929e+01	2.046774193548387188e+01	2.309427923990748965e+01
1.938288000000000011e+03	1.684000000000000057e+02	1.159999999999999964e+01	2.616250000000000142e+01	4.937824514652175623e+01
1.938371000000000095e+03	2.123000000000000114e+02	1.300000000000000000e+01	2.377419354838709609e+01	3.826632873261056034e+01
1.938454999999999927e+03	1.625999999999999943e+02	1.140000000000000036e+01	1.478749999999999964e+01	1.466290138694703593e+01
1.938538000000000011e+03	2.756000000000000227e+02	1.480000000000000071e+01	1.974596774193548399e+01	2.276289035446250253e+01
1.938623000000000047e+03	1.928000000000000114e+02	1.240000000000000036e+01	1.991129032258064413e+01	2.484370891249163193e+01
1.938707000000000107e+03	1.493000000000000114e+02	1.090000000000000036e+01	2.479166666666666785e+01	3.078457293118674798e+01
1.938789999999999964e+03	1.653000000000000114e+02	1.150000000000000000e+01	2.410080645161290391e+01	2.489335964044117588e+01
1.938874000000000024e+03	2.035999999999999943e+02	1.269999999999999929e+01	1.789583333333333215e+01	1.636057199404172025e+01
1.938958000000000084e+03	1.546999999999999886e+02	1.109999999999999964e+01	1.956451612903225978e+01	1.889668085528551345e+01
1.939041999999999916e+03	1.339000000000000057e+02	1.030000000000000071e+01	1.356048387096774199e+01	9.956982624855550412e+00
1.939123000000000047e+03	1.290000000000000000e+02	1.009999999999999964e+01	2.182142857142857295e+01	2.311914570132693569e+01
1.939203999999999951e+03	1.077999999999999972e+02	9.300000000000000711e+00	2.705645161290322420e+01	1.944898306461442061e+01
1.939288000000000011e+03	1.819000000000000057e+02	1.200000000000000000e+01	3.612916666666666998e+01	4.476433642948616409e+01
1.939371000000000095e+03	1.973000000000000114e+02	1.250000000000000000e+01	2.781451612903225978e+01	1.969663756120525733e+01
1.939454999999999927e+03	1.683000000000000114e+02	1.159999999999999964e+01	2.282083333333333286e+01	1.977195992575231642e+01
1.939538000000000011e+03	1.625999999999999943e+02	1.140000000000000036e+01	2.618548387096774022e+01	2.773633547192257254e+01
1.939623000000000047e+03	1.763000000000000114e+02	1.180000000000000071e+01	2.305645161290322420e+01	3.256997489756944475e+01
1.939707000000000107e+03	1.876999999999999886e+02	1.219999999999999929e+01	1.919166666666666643e+01	1.748513455926363847e+01
