BJD	RV	RVerr	BIS	BISerr	FWHM	FWHMerr
5.752805846500000189e+04	1.023344997321105012e+02	2.367136103677465464e-01	-2.096666666666666501e+01	4.734272207354930928e-01	7.051316579230030584e+03	5.562769843642044743e-01
5.752902355266667291e+04	1.028726922065757918e+02	2.367136103677465464e-01	-2.068000000000000327e+01	4.734272207354930928e-01	7.051806934676634228e+03	5.562769843642044743e-01
5.753103197999999975e+04	1.025705309556473850e+02	2.367136103677465464e-01	-1.928333333333333144e+01	4.734272207354930928e-01	7.051716465409413104e+03	5.562769843642044743e-01
5.753216178533333004e+04	1.032554910346856900e+02	2.367136103677465464e-01	-1.910999999999999943e+01	4.734272207354930928e-01	7.051095577008526561e+03	5.562769843642044743e-01
5.753289832400000887e+04	1.021610882860003926e+02	2.367136103677465464e-01	-1.923000000000000043e+01	4.734272207354930928e-01	7.049709772279715253e+03	5.562769843642044743e-01
5.753399973866666551e+04	1.014623959924418273e+02	2.367136103677465464e-01	-2.026000000000000156e+01	4.734272207354930928e-01	7.048906264757551071e+03	5.562769843642044743e-01
5.753492211033333297e+04	1.026382338912872711e+02	2.367136103677465464e-01	-2.039000000000000057e+01	4.734272207354930928e-01	7.049693661802910356e+03	5.562769843642044743e-01
5.753607683433333295e+04	1.000341235096174870e+02	2.367136103677465464e-01	-2.032999999999999829e+01	4.734272207354930928e-01	7.050176316240154847e+03	5.562769843642044743e-01
5.753714880100000300e+04	1.023683868772482271e+02	2.367136103677465464e-01	-2.061333333333333329e+01	4.734272207354930928e-01	7.050141603259230578e+03	5.562769843642044743e-01
5.753814663166667015e+04	1.029998438387909090e+02	2.367136103677465464e-01	-2.087000000000000099e+01	4.734272207354930928e-01	7.048518150113952288e+03	5.562769843642044743e-01
5.753889811999999802e+04	1.022676290863787045e+02	2.367136103677465464e-01	-2.033666666666666956e+01	4.734272207354930928e-01	7.049052068388591579e+03	5.562769843642044743e-01
5.754408032099999400e+04	1.022841028274356603e+02	2.367136103677465464e-01	-2.118666666666666742e+01	4.734272207354930928e-01	7.049517207694745593e+03	5.562769843642044743e-01
5.754488643466666690e+04	1.021183179403314938e+02	2.424871130596428503e-01	-2.084333333333333371e+01	4.849742261192857007e-01	7.048859964414798014e+03	5.698447156901605970e-01
5.754596575899999152e+04	1.015480554459671936e+02	2.367136103677465464e-01	-2.024333333333333584e+01	4.734272207354930928e-01	7.051118426199092937e+03	5.562769843642044743e-01
5.754692491300000256e+04	1.044117727317138389e+02	2.367136103677465464e-01	-2.056333333333333258e+01	4.734272207354930928e-01	7.050676629566250085e+03	5.562769843642044743e-01
5.754821268166666414e+04	1.033558024295123943e+02	2.367136103677465464e-01	-1.953333333333333499e+01	4.734272207354930928e-01	7.051068218937092752e+03	5.562769843642044743e-01
5.754900371499999892e+04	1.021221464640904770e+02	2.367136103677465464e-01	-2.009999999999999787e+01	4.734272207354930928e-01	7.049678140900446124e+03	5.562769843642044743e-01
5.755011692766666965e+04	1.010432267209437356e+02	2.367136103677465464e-01	-2.079000000000000270e+01	4.734272207354930928e-01	7.049702308404503128e+03	5.562769843642044743e-01
5.755112823866666440e+04	1.014588164831742887e+02	2.367136103677465464e-01	-2.153000000000000114e+01	4.734272207354930928e-01	7.049149384224842834e+03	5.562769843642044743e-01
5.755203865433332976e+04	1.031371815075011682e+02	2.367136103677465464e-01	-2.124333333333333584e+01	4.734272207354930928e-01	7.049354110609442614e+03	5.562769843642044743e-01
5.755294231500000024e+04	1.037604726714622956e+02	2.367136103677465464e-01	-2.109666666666666401e+01	4.734272207354930928e-01	7.049942146100489481e+03	5.562769843642044743e-01
5.755400276533333090e+04	1.034637588201532594e+02	2.367136103677465464e-01	-2.062333333333333485e+01	4.734272207354930928e-01	7.049702501594577370e+03	5.562769843642044743e-01
5.755493443533332902e+04	1.027268001611692938e+02	3.002221399786053069e-01	-2.092666666666666586e+01	6.004442799572106138e-01	7.049937749932709266e+03	7.055220289497224906e-01
5.755611532933334092e+04	1.004690618370757420e+02	2.367136103677465464e-01	-2.028333333333333499e+01	4.734272207354930928e-01	7.051174022246214008e+03	5.562769843642044743e-01
5.755709105766666471e+04	1.018379477184113142e+02	2.424871130596428503e-01	-2.064666666666666472e+01	4.849742261192857007e-01	7.053400453477846895e+03	5.698447156901605970e-01
5.755786878499999875e+04	1.036719654165590185e+02	2.386536309289166435e-01	-1.993333333333333357e+01	4.773072618578332871e-01	7.050030386031335183e+03	5.608360326829541220e-01
5.755996471333332738e+04	1.006795990840483910e+02	2.424871130596428503e-01	-2.062666666666666515e+01	4.849742261192857007e-01	7.050494640168009028e+03	5.698447156901605970e-01
5.756089524099999835e+04	1.015309579584906743e+02	2.424871130596428503e-01	-2.088333333333333641e+01	4.849742261192857007e-01	7.049199380723529430e+03	5.698447156901605970e-01
5.756186456933333102e+04	1.011707438787026945e+02	2.521243079646757201e-01	-2.222333333333333272e+01	5.042486159293514403e-01	7.048686262249030733e+03	5.924921237169881172e-01
5.756297177166666370e+04	1.021667531417356685e+02	2.771682200798320506e-01	-2.006000000000000227e+01	5.543364401596641011e-01	7.049495851050628517e+03	6.513453171876053549e-01
5.756405862666666508e+04	1.027824240287857123e+02	2.482606157515390988e-01	-2.165333333333333599e+01	4.965212315030781975e-01	7.049220482037756483e+03	5.834124470161168308e-01
5.756513138433333370e+04	1.013827752938810107e+02	2.482606157515390988e-01	-2.160999999999999943e+01	4.965212315030781975e-01	7.048778217171609867e+03	5.834124470161168308e-01
5.756618948166666087e+04	1.001315802114270355e+02	2.540341184434353194e-01	-2.256000000000000227e+01	5.080682368868706389e-01	7.049338755606506311e+03	5.969801783420730645e-01
5.756725924566666799e+04	9.978047249054348811e+01	2.444267670375821488e-01	-2.204000000000000270e+01	4.888535340751642977e-01	7.048563432680911319e+03	5.744029025383180498e-01
5.756825594999999885e+04	1.004400965458884372e+02	2.424871130596428503e-01	-2.191333333333333755e+01	4.849742261192857007e-01	7.051240361548446344e+03	5.698447156901605970e-01
5.756904343033333862e+04	1.021412732259829426e+02	2.424871130596428503e-01	-2.148999999999999844e+01	4.849742261192857007e-01	7.050813960818280066e+03	5.698447156901605970e-01
5.757119807466666680e+04	1.050844417025730309e+02	2.367136103677465464e-01	-2.074666666666666970e+01	4.734272207354930928e-01	7.049856361666109478e+03	5.562769843642044743e-01
5.757204355666666379e+04	1.042373654883626841e+02	2.367136103677465464e-01	-2.137666666666666515e+01	4.734272207354930928e-01	7.049835680541171314e+03	5.562769843642044743e-01
5.757292575900000520e+04	1.050325449884717415e+02	2.367136103677465464e-01	-2.112333333333333485e+01	4.734272207354930928e-01	7.051021451167430314e+03	5.562769843642044743e-01
5.757708983166666440e+04	1.020840463538017246e+02	2.367136103677465464e-01	-2.046666666666666856e+01	4.734272207354930928e-01	7.048714891046479352e+03	5.562769843642044743e-01
5.758211645500000304e+04	1.034400347512889908e+02	2.367136103677465464e-01	-2.128333333333333144e+01	4.734272207354930928e-01	7.051210148305555776e+03	5.562769843642044743e-01
5.758307297899999685e+04	1.039930525436262769e+02	2.424871130596428503e-01	-2.050333333333333385e+01	4.849742261192857007e-01	7.052909164939195762e+03	5.698447156901605970e-01
5.758504913599999418e+04	1.061522886852891361e+02	2.424871130596428503e-01	-2.012999999999999901e+01	4.849742261192857007e-01	7.054240519993777525e+03	5.698447156901605970e-01
5.758618253133333201e+04	1.027126534093726633e+02	2.482606157515390988e-01	-2.038333333333333641e+01	4.965212315030781975e-01	7.054070284185203491e+03	5.834124470161168308e-01
5.758720544766666717e+04	1.043089841463812490e+02	2.424871130596428503e-01	-1.962333333333333485e+01	4.849742261192857007e-01	7.053186932296480336e+03	5.698447156901605970e-01
5.758817520466667338e+04	1.024718838597712676e+02	2.424871130596428503e-01	-1.959666666666666757e+01	4.849742261192857007e-01	7.052306907856411271e+03	5.698447156901605970e-01
5.758890288966667140e+04	1.019280985338857022e+02	2.424871130596428503e-01	-1.999333333333333584e+01	4.849742261192857007e-01	7.053085333084934973e+03	5.698447156901605970e-01
5.759204571400000714e+04	1.010314538528954955e+02	2.482606157515390988e-01	-2.116666666666666785e+01	4.965212315030781975e-01	7.049185946361627430e+03	5.834124470161168308e-01
5.759308524366666097e+04	1.022037749383667347e+02	2.424871130596428503e-01	-2.251666666666666572e+01	4.849742261192857007e-01	7.049427068581050662e+03	5.698447156901605970e-01
5.759387471466666466e+04	1.005982499829272427e+02	2.482606157515390988e-01	-2.207000000000000384e+01	4.965212315030781975e-01	7.049058897302681544e+03	5.834124470161168308e-01
5.759494012399999338e+04	1.000005249766986708e+02	2.482606157515390988e-01	-2.233333333333333215e+01	4.965212315030781975e-01	7.047208655277987418e+03	5.834124470161168308e-01
5.759608991966666508e+04	1.000555499989485071e+02	2.482606157515390988e-01	-2.228999999999999559e+01	4.965212315030781975e-01	7.047744138503362592e+03	5.834124470161168308e-01
5.759704432166666811e+04	1.016550224591784541e+02	2.424871130596428503e-01	-2.250000000000000000e+01	4.849742261192857007e-01	7.049827900379245875e+03	5.698447156901605970e-01
5.759791880500000116e+04	1.012367601227856397e+02	2.424871130596428503e-01	-2.264999999999999503e+01	4.849742261192857007e-01	7.049367522678953719e+03	5.698447156901605970e-01
5.759989434133333270e+04	1.008986658914273136e+02	2.482606157515390988e-01	-2.146333333333333471e+01	4.965212315030781975e-01	7.049581208673486799e+03	5.834124470161168308e-01
5.760100363566667511e+04	1.021936398844802056e+02	2.424871130596428503e-01	-2.161333333333333329e+01	4.849742261192857007e-01	7.050166299667741441e+03	5.698447156901605970e-01
5.760214499033333414e+04	1.032081746119298629e+02	2.367136103677465464e-01	-2.113666666666666671e+01	4.734272207354930928e-01	7.048802386343614671e+03	5.562769843642044743e-01
5.760300584733332653e+04	1.007858461422615193e+02	2.424871130596428503e-01	-2.141666666666666785e+01	4.849742261192857007e-01	7.048250858982620230e+03	5.698447156901605970e-01
5.760394271866666531e+04	1.004413723150951796e+02	2.386536309289166435e-01	-2.238666666666666671e+01	4.773072618578332871e-01	7.047956810291063448e+03	5.608360326829541220e-01
5.760493177766666486e+04	1.004174721123955578e+02	2.521243079646757201e-01	-2.258333333333333215e+01	5.042486159293514403e-01	7.047477628512697265e+03	5.924921237169881172e-01
5.760604670499999338e+04	1.015238233405538182e+02	2.424871130596428503e-01	-2.173999999999999844e+01	4.849742261192857007e-01	7.048332762193866984e+03	5.698447156901605970e-01
5.760712222600000678e+04	1.022145636556199406e+02	2.540341184434353194e-01	-2.264999999999999503e+01	5.080682368868706389e-01	7.050164635125825043e+03	5.969801783420730645e-01
5.760790362699999969e+04	1.027551733541457253e+02	2.424871130596428503e-01	-2.196333333333333471e+01	4.849742261192857007e-01	7.051006038915705176e+03	5.698447156901605970e-01
5.760885804099999950e+04	1.009215914328130310e+02	2.482606157515390988e-01	-2.105000000000000071e+01	4.965212315030781975e-01	7.052234298224660051e+03	5.834124470161168308e-01
5.760996317666666437e+04	1.024841541472748787e+02	2.424871130596428503e-01	-2.205666666666666842e+01	4.849742261192857007e-01	7.051521823160546774e+03	5.698447156901605970e-01
5.761086704266667221e+04	1.032497013765899538e+02	2.675194696964440788e-01	-2.284999999999999787e+01	5.350389393928881576e-01	7.050770269140602068e+03	6.286707537866437212e-01
5.761289475233332632e+04	1.038828529100459264e+02	2.482606157515390988e-01	-2.211666666666666359e+01	4.965212315030781975e-01	7.050764197624313056e+03	5.834124470161168308e-01
5.761407308266666951e+04	1.032762599769766183e+02	2.367136103677465464e-01	-2.127666666666666728e+01	4.734272207354930928e-01	7.052811214382468279e+03	5.562769843642044743e-01
5.761488350366667146e+04	1.037274774675563549e+02	2.424871130596428503e-01	-2.055000000000000071e+01	4.849742261192857007e-01	7.051631522245552333e+03	5.698447156901605970e-01
5.761706713933333958e+04	1.014493854856344228e+02	2.367136103677465464e-01	-2.030333333333333101e+01	4.734272207354930928e-01	7.052416593547311095e+03	5.562769843642044743e-01
5.761809033099999215e+04	1.027104710773324427e+02	2.367136103677465464e-01	-2.144666666666666899e+01	4.734272207354930928e-01	7.049680175527380925e+03	5.562769843642044743e-01
5.761908501899999828e+04	1.014897520333994976e+02	2.367136103677465464e-01	-2.133999999999999986e+01	4.734272207354930928e-01	7.048351360878237756e+03	5.562769843642044743e-01
5.761999777033333521e+04	1.000651691731915207e+02	2.367136103677465464e-01	-2.248000000000000398e+01	4.734272207354930928e-01	7.047893692272496992e+03	5.562769843642044743e-01
5.762111030599999503e+04	1.021393860985978108e+02	2.367136103677465464e-01	-2.280666666666666842e+01	4.734272207354930928e-01	7.049860836688699237e+03	5.562769843642044743e-01
5.762207813100000931e+04	9.980400002747519750e+01	2.424871130596428503e-01	-2.251333333333333542e+01	4.849742261192857007e-01	7.050151531624754170e+03	5.698447156901605970e-01
5.762308236766666960e+04	1.017360235557442394e+02	2.367136103677465464e-01	-2.259666666666666401e+01	4.734272207354930928e-01	7.048736720304909795e+03	5.562769843642044743e-01
5.762387217200000305e+04	1.004005258632457753e+02	2.482606157515390988e-01	-2.212333333333333485e+01	4.965212315030781975e-01	7.049325769350536575e+03	5.834124470161168308e-01
5.762592400966666173e+04	1.022224040221164074e+02	2.367136103677465464e-01	-2.239666666666666472e+01	4.734272207354930928e-01	7.049798357762473643e+03	5.562769843642044743e-01
5.762710038799999893e+04	1.039605303959639855e+02	2.367136103677465464e-01	-2.060333333333333528e+01	4.734272207354930928e-01	7.049268604366251566e+03	5.562769843642044743e-01
5.762795097100000567e+04	1.027939671053068196e+02	2.559730888633065526e-01	-2.330666666666666131e+01	5.119461777266131053e-01	7.050526578478238662e+03	6.015367588287704459e-01
5.762905857233333518e+04	1.032306868679994665e+02	2.424871130596428503e-01	-2.156666666666666643e+01	4.849742261192857007e-01	7.051807461653440441e+03	5.698447156901605970e-01
5.763012812599999597e+04	1.037928014515101722e+02	2.540341184434353194e-01	-2.107999999999999829e+01	5.080682368868706389e-01	7.049480868208567699e+03	5.969801783420730645e-01
5.763102896433333080e+04	1.018994407062905765e+02	2.367136103677465464e-01	-2.110333333333333528e+01	4.734272207354930928e-01	7.050722369071411777e+03	5.562769843642044743e-01
5.763415868900000351e+04	1.020233929618952828e+02	2.367136103677465464e-01	-2.266333333333333755e+01	4.734272207354930928e-01	7.050930239233418433e+03	5.562769843642044743e-01
5.763518560766666633e+04	1.034703985236452439e+02	2.424871130596428503e-01	-2.185666666666666913e+01	4.849742261192857007e-01	7.051525453138696321e+03	5.698447156901605970e-01
5.763590690100000938e+04	1.056710273065898349e+02	2.424871130596428503e-01	-2.208000000000000185e+01	4.849742261192857007e-01	7.050490205480400618e+03	5.698447156901605970e-01
5.763716259333333437e+04	1.038447649743996521e+02	2.424871130596428503e-01	-2.166666666666666785e+01	4.849742261192857007e-01	7.052710336913889478e+03	5.698447156901605970e-01
5.763795857766666450e+04	1.054933983680149225e+02	2.367136103677465464e-01	-2.136666666666666359e+01	4.734272207354930928e-01	7.053246914874412141e+03	5.562769843642044743e-01
5.763894007199999760e+04	1.028813606671651115e+02	2.444267670375821488e-01	-2.137000000000000099e+01	4.888535340751642977e-01	7.052613777298452078e+03	5.744029025383180498e-01
5.764006184000000212e+04	1.016814409793516205e+02	2.424871130596428503e-01	-1.965333333333333599e+01	4.849742261192857007e-01	7.051967961689715594e+03	5.698447156901605970e-01
5.764118676433333167e+04	1.010959532848005438e+02	2.424871130596428503e-01	-2.089000000000000057e+01	4.849742261192857007e-01	7.051186848968217419e+03	5.698447156901605970e-01
5.764215169200000673e+04	1.013709060889110134e+02	2.424871130596428503e-01	-2.104666666666666686e+01	4.849742261192857007e-01	7.051324514842645840e+03	5.698447156901605970e-01
5.764407064499999979e+04	1.008457786031258792e+02	2.367136103677465464e-01	-2.092333333333332845e+01	4.734272207354930928e-01	7.051715724688000591e+03	5.562769843642044743e-01
5.764509223966666468e+04	1.009369546479566111e+02	2.424871130596428503e-01	-2.104333333333333300e+01	4.849742261192857007e-01	7.050343697715783492e+03	5.698447156901605970e-01
5.764604722566666896e+04	1.011242010344632831e+02	2.367136103677465464e-01	-2.207999999999999829e+01	4.734272207354930928e-01	7.049213904228606225e+03	5.562769843642044743e-01
5.764700655099999858e+04	1.004952346725005867e+02	2.367136103677465464e-01	-2.239000000000000057e+01	4.734272207354930928e-01	7.047790497030830920e+03	5.562769843642044743e-01
5.764801996700000018e+04	1.013278922734782981e+02	2.367136103677465464e-01	-2.265666666666666629e+01	4.734272207354930928e-01	7.049491244833825476e+03	5.562769843642044743e-01
5.764892934699999751e+04	1.005073195932151719e+02	2.424871130596428503e-01	-2.285000000000000497e+01	4.849742261192857007e-01	7.049143007459827459e+03	5.698447156901605970e-01
5.765001613466666458e+04	1.015462775458168494e+02	2.367136103677465464e-01	-2.191666666666666785e+01	4.734272207354930928e-01	7.050504278740397240e+03	5.562769843642044743e-01
5.765085923366666975e+04	1.034566390171116979e+02	2.501999200639360432e-01	-2.250000000000000000e+01	5.003998401278720864e-01	7.051493413045783200e+03	5.879698121502497932e-01
5.765188899966666941e+04	1.036992792557329039e+02	2.424871130596428503e-01	-2.157666666666666799e+01	4.849742261192857007e-01	7.052777381417678953e+03	5.698447156901605970e-01
5.765301603800000157e+04	1.033758587751577807e+02	2.367136103677465464e-01	-2.141333333333333044e+01	4.734272207354930928e-01	7.052292628480609892e+03	5.562769843642044743e-01
5.765398547200000030e+04	1.026536992203656951e+02	2.424871130596428503e-01	-2.073333333333333428e+01	4.849742261192857007e-01	7.051214333532042474e+03	5.698447156901605970e-01
5.765497609066666337e+04	1.023680164429795809e+02	2.367136103677465464e-01	-2.050000000000000000e+01	4.734272207354930928e-01	7.050736406486830674e+03	5.562769843642044743e-01
5.765807343633333221e+04	1.025130193253038442e+02	2.367136103677465464e-01	-2.175666666666667126e+01	4.734272207354930928e-01	7.049704879630929099e+03	5.562769843642044743e-01
5.765888303233333136e+04	9.861098911618825014e+01	2.424871130596428503e-01	-2.235666666666666913e+01	4.849742261192857007e-01	7.050408600891557398e+03	5.698447156901605970e-01
5.766110296966667374e+04	1.022722087850458053e+02	2.424871130596428503e-01	-2.228000000000000114e+01	4.849742261192857007e-01	7.049070535323763579e+03	5.698447156901605970e-01
5.766395544299999165e+04	1.017095762576444145e+02	2.424871130596428503e-01	-2.204333333333333300e+01	4.849742261192857007e-01	7.050445954210187665e+03	5.698447156901605970e-01
5.766509780166667042e+04	1.026037674960564914e+02	2.367136103677465464e-01	-2.201333333333333186e+01	4.734272207354930928e-01	7.051501056922244061e+03	5.562769843642044743e-01
5.766609122133332858e+04	1.019192660904856638e+02	2.367136103677465464e-01	-2.241333333333333755e+01	4.734272207354930928e-01	7.051542674296859332e+03	5.562769843642044743e-01
5.766801691066665808e+04	1.044592783224584167e+02	2.367136103677465464e-01	-2.173666666666666814e+01	4.734272207354930928e-01	7.054584801100315417e+03	5.562769843642044743e-01
5.767103699633333599e+04	1.053353960175704174e+02	2.367136103677465464e-01	-2.079000000000000270e+01	4.734272207354930928e-01	7.053402965588068582e+03	5.562769843642044743e-01
5.767289759666666941e+04	1.013855853693655291e+02	2.424871130596428503e-01	-2.098999999999999844e+01	4.849742261192857007e-01	7.053123264614245272e+03	5.698447156901605970e-01
5.767500057866666612e+04	1.018168023011359082e+02	2.367136103677465464e-01	-2.167000000000000171e+01	4.734272207354930928e-01	7.051572813383401808e+03	5.562769843642044743e-01
5.767993145733333222e+04	1.034063572950873464e+02	2.482606157515390988e-01	-2.292999999999999616e+01	4.965212315030781975e-01	7.051514579260780010e+03	5.834124470161168308e-01
5.768091401300000143e+04	1.028344408424732563e+02	2.482606157515390988e-01	-2.218999999999999773e+01	4.965212315030781975e-01	7.052530168329074513e+03	5.834124470161168308e-01
5.768192512933333637e+04	1.001538890518401530e+02	2.463511495586917233e-01	-2.140666666666666629e+01	4.927022991173834465e-01	7.051579461065987743e+03	5.789252014629254761e-01
5.768287575166666647e+04	1.006553281252556786e+02	2.482606157515390988e-01	-2.155666666666666131e+01	4.965212315030781975e-01	7.049604617158250221e+03	5.834124470161168308e-01
5.769100791233333439e+04	1.033593227113766915e+02	2.367136103677465464e-01	-2.101000000000000156e+01	4.734272207354930928e-01	7.049231194939665329e+03	5.562769843642044743e-01
5.769305642200000148e+04	1.019408684186126379e+02	2.405780076768817555e-01	-2.118000000000000327e+01	4.811560153537635109e-01	7.048540716143256759e+03	5.653583180406721587e-01
5.769989562200000364e+04	1.012538395245228315e+02	2.482606157515390988e-01	-2.123000000000000043e+01	4.965212315030781975e-01	7.049595357429424439e+03	5.834124470161168308e-01
5.770094289966666838e+04	1.019107417496225025e+02	2.424871130596428503e-01	-2.129000000000000270e+01	4.849742261192857007e-01	7.048815626355612039e+03	5.698447156901605970e-01
5.770199763499999972e+04	1.017321609917125471e+02	2.424871130596428503e-01	-2.196333333333333471e+01	4.849742261192857007e-01	7.047937412184744062e+03	5.698447156901605970e-01
5.770315691499999957e+04	1.004044728227951850e+02	2.424871130596428503e-01	-2.142333333333333556e+01	4.849742261192857007e-01	7.050968505920339339e+03	5.698447156901605970e-01
5.770398280733332649e+04	1.009416305072854101e+02	2.367136103677465464e-01	-2.158999999999999986e+01	4.734272207354930928e-01	7.048797241482302525e+03	5.562769843642044743e-01
5.770595405966666294e+04	1.036771560826363725e+02	2.424871130596428503e-01	-2.198333333333333073e+01	4.849742261192857007e-01	7.049811689778930486e+03	5.698447156901605970e-01
5.770902686099999846e+04	1.017877539393931130e+02	2.482606157515390988e-01	-2.138666666666666671e+01	4.965212315030781975e-01	7.050776281781829312e+03	5.834124470161168308e-01
5.771197882833334006e+04	1.007239995502756216e+02	2.424871130596428503e-01	-2.152333333333333698e+01	4.849742261192857007e-01	7.049002802946396514e+03	5.698447156901605970e-01
5.771700360666666529e+04	1.048045018123615506e+02	2.424871130596428503e-01	-2.183333333333333215e+01	4.849742261192857007e-01	7.048959720944105356e+03	5.698447156901605970e-01
5.771909423433333723e+04	1.043386504393243541e+02	2.424871130596428503e-01	-2.129666666666666686e+01	4.849742261192857007e-01	7.050405165100969498e+03	5.698447156901605970e-01
5.772003147666666337e+04	1.031370523982302103e+02	3.002221399786053069e-01	-2.129333333333333300e+01	6.004442799572106138e-01	7.049743069675218976e+03	7.055220289497224906e-01
5.772107959499999561e+04	1.009595390070821423e+02	2.386536309289166435e-01	-2.219000000000000128e+01	4.773072618578332871e-01	7.051685921552183572e+03	5.608360326829541220e-01
5.772300975166666467e+04	1.022749128096520934e+02	2.424871130596428503e-01	-2.012999999999999901e+01	4.849742261192857007e-01	7.052273783192737937e+03	5.698447156901605970e-01
5.772390640400000120e+04	1.027252613863855686e+02	2.424871130596428503e-01	-2.198999999999999844e+01	4.849742261192857007e-01	7.048897049146711652e+03	5.698447156901605970e-01
5.772808701033333637e+04	1.010236656136716960e+02	2.367136103677465464e-01	-2.061333333333333329e+01	4.734272207354930928e-01	7.050874992854340235e+03	5.562769843642044743e-01
5.772904845800000476e+04	1.026951159610776472e+02	2.367136103677465464e-01	-2.110666666666666558e+01	4.734272207354930928e-01	7.050517998827155679e+03	5.562769843642044743e-01
5.773104214400000637e+04	1.010124845853902684e+02	2.367136103677465464e-01	-2.156666666666666288e+01	4.734272207354930928e-01	7.049304599848248472e+03	5.562769843642044743e-01
5.773207408566665981e+04	1.000877378348573075e+02	2.367136103677465464e-01	-2.348333333333333428e+01	4.734272207354930928e-01	7.048822839890449359e+03	5.562769843642044743e-01
5.773307031366666342e+04	1.021254593921937612e+02	2.424871130596428503e-01	-2.310333333333333528e+01	4.849742261192857007e-01	7.050330673374741309e+03	5.698447156901605970e-01
5.773598987266666518e+04	1.040751399450366677e+02	2.367136103677465464e-01	-2.225666666666666416e+01	4.734272207354930928e-01	7.048375390453118598e+03	5.562769843642044743e-01
5.773691299466666533e+04	9.974744061024985342e+01	2.424871130596428503e-01	-2.255000000000000071e+01	4.849742261192857007e-01	7.048422124661100497e+03	5.698447156901605970e-01
5.773805432266666321e+04	1.011329330623057530e+02	2.367136103677465464e-01	-2.146666666666666856e+01	4.734272207354930928e-01	7.049921376854655136e+03	5.562769843642044743e-01
5.773911583566667832e+04	9.950283063684476303e+01	2.424871130596428503e-01	-2.262000000000000099e+01	4.849742261192857007e-01	7.048763864453018869e+03	5.698447156901605970e-01
5.774201219200000196e+04	1.019223867658081275e+02	2.424871130596428503e-01	-2.119333333333333158e+01	4.849742261192857007e-01	7.048875944771823015e+03	5.698447156901605970e-01
5.774297608933332958e+04	1.027828662055445221e+02	2.405780076768817555e-01	-2.198999999999999844e+01	4.811560153537635109e-01	7.048392544339277265e+03	5.653583180406721587e-01
5.774898629733332928e+04	1.031396276509699419e+02	2.540341184434353194e-01	-2.239333333333333087e+01	5.080682368868706389e-01	7.049309093207917613e+03	5.969801783420730645e-01
5.775003171099999599e+04	9.990383180187718892e+01	2.424871130596428503e-01	-2.235333333333333528e+01	4.849742261192857007e-01	7.050615320362950115e+03	5.698447156901605970e-01
5.775715745500000048e+04	1.014048360128674631e+02	2.424871130596428503e-01	-2.246333333333333471e+01	4.849742261192857007e-01	7.050371246241535118e+03	5.698447156901605970e-01
5.775796466599999258e+04	1.007444913616279365e+02	2.424871130596428503e-01	-2.217999999999999616e+01	4.849742261192857007e-01	7.049279876599470299e+03	5.698447156901605970e-01
5.775998811199999909e+04	1.041750198148429689e+02	2.367136103677465464e-01	-2.225000000000000000e+01	4.734272207354930928e-01	7.049686858209878665e+03	5.562769843642044743e-01
5.776305375699999422e+04	9.992391471164449968e+01	2.424871130596428503e-01	-2.250666666666667126e+01	4.849742261192857007e-01	7.049787522948218793e+03	5.698447156901605970e-01
5.776410011166666663e+04	1.009267041873098805e+02	2.482606157515390988e-01	-2.164333333333333087e+01	4.965212315030781975e-01	7.048825942802807731e+03	5.834124470161168308e-01
5.776493140400000266e+04	1.011951418464363570e+02	2.482606157515390988e-01	-2.288333333333333641e+01	4.965212315030781975e-01	7.049426607333953143e+03	5.834124470161168308e-01
5.776916179033333901e+04	1.003782107353605255e+02	2.424871130596428503e-01	-2.290999999999999659e+01	4.849742261192857007e-01	7.050397273021863839e+03	5.698447156901605970e-01
5.776995094199999585e+04	1.006719842013452535e+02	2.482606157515390988e-01	-2.304666666666666686e+01	4.965212315030781975e-01	7.048534738637204100e+03	5.834124470161168308e-01
5.777307640066667227e+04	1.021035627622616886e+02	2.424871130596428503e-01	-2.204333333333333300e+01	4.849742261192857007e-01	7.050647138778228509e+03	5.698447156901605970e-01
5.777394818700000178e+04	9.864665807235944328e+01	2.482606157515390988e-01	-2.164666666666666472e+01	4.965212315030781975e-01	7.050740609303869860e+03	5.834124470161168308e-01
5.777496314866666216e+04	1.027145847568334460e+02	2.424871130596428503e-01	-2.247333333333333272e+01	4.849742261192857007e-01	7.050449515508184959e+03	5.698447156901605970e-01
5.777699045533333992e+04	1.047833132522856658e+02	2.424871130596428503e-01	-2.175666666666667126e+01	4.849742261192857007e-01	7.050812937825277913e+03	5.698447156901605970e-01
5.777805515833332902e+04	1.034122479561057162e+02	2.367136103677465464e-01	-2.131000000000000227e+01	4.734272207354930928e-01	7.050599757160739500e+03	5.562769843642044743e-01
5.777898889266666811e+04	1.047443754168852337e+02	2.424871130596428503e-01	-2.150000000000000000e+01	4.849742261192857007e-01	7.052357624555671464e+03	5.698447156901605970e-01
5.778815341933333548e+04	1.006079010402065848e+02	2.424871130596428503e-01	-2.321333333333333471e+01	4.849742261192857007e-01	7.048974468269469071e+03	5.698447156901605970e-01
5.778890836900000431e+04	9.992005058445515431e+01	2.482606157515390988e-01	-2.308666666666666245e+01	4.965212315030781975e-01	7.048744419190271401e+03	5.834124470161168308e-01
5.778997631266666576e+04	1.016575984663296026e+02	2.424871130596428503e-01	-2.261333333333333329e+01	4.849742261192857007e-01	7.049112741363377609e+03	5.698447156901605970e-01
