BJD	RV	RVerr	BIS	BISerr	FWHM	FWHMerr
5.779100844533333293e+04	1.008473890178740930e+02	2.424871130596428503e-01	-2.291000000000000014e+01	4.849742261192857007e-01	7.048689044663383356e+03	5.698447156901605970e-01
5.779196700599999895e+04	1.009463763369747227e+02	2.521243079646757201e-01	-2.235999999999999943e+01	5.042486159293514403e-01	7.048077607727825125e+03	5.924921237169881172e-01
5.779316641533333313e+04	9.973636432897296800e+01	2.482606157515390988e-01	-2.336333333333333329e+01	4.965212315030781975e-01	7.049714060271950984e+03	5.834124470161168308e-01
5.779391504933333636e+04	1.015734358730317552e+02	2.501999200639360432e-01	-2.262000000000000099e+01	5.003998401278720864e-01	7.050989820645027976e+03	5.879698121502497932e-01
5.780010399633333873e+04	1.023455409905350137e+02	2.424871130596428503e-01	-2.299666666666666615e+01	4.849742261192857007e-01	7.049529480857344424e+03	5.698447156901605970e-01
5.780194657199999347e+04	1.035440935209153253e+02	2.482606157515390988e-01	-2.256333333333333258e+01	4.965212315030781975e-01	7.050275896204041601e+03	5.834124470161168308e-01
5.780511295466666343e+04	1.007725689932570958e+02	2.482606157515390988e-01	-2.189666666666666472e+01	4.965212315030781975e-01	7.050085065627660697e+03	5.834124470161168308e-01
5.780708257500000036e+04	1.031507349502248445e+02	2.482606157515390988e-01	-2.244999999999999929e+01	4.965212315030781975e-01	7.049865502329907940e+03	5.834124470161168308e-01
5.780792365466666524e+04	1.021414034834370028e+02	2.540341184434353194e-01	-2.259333333333333371e+01	5.080682368868706389e-01	7.050854808407552810e+03	5.969801783420730645e-01
5.780891154699999606e+04	1.018509988276114626e+02	2.636706700075346355e-01	-2.151000000000000156e+01	5.273413400150692709e-01	7.049571802257826675e+03	6.196260745177064599e-01
5.781009621833333949e+04	1.018784945174178915e+02	2.482606157515390988e-01	-2.111666666666667069e+01	4.965212315030781975e-01	7.051081739709904468e+03	5.834124470161168308e-01
5.781109029900000314e+04	1.019982225416191994e+02	2.482606157515390988e-01	-2.115000000000000213e+01	4.965212315030781975e-01	7.051799644331003947e+03	5.834124470161168308e-01
5.781215611233333038e+04	1.026389428070223602e+02	2.540341184434353194e-01	-2.131333333333333258e+01	5.080682368868706389e-01	7.052206857839816621e+03	5.969801783420730645e-01
5.781293248133332963e+04	1.051131473100619615e+02	2.540341184434353194e-01	-2.165666666666666629e+01	5.080682368868706389e-01	7.052102232230038680e+03	5.969801783420730645e-01
5.781404673599999660e+04	1.018901411214502559e+02	2.482606157515390988e-01	-2.192333333333333556e+01	4.965212315030781975e-01	7.051116416551616567e+03	5.834124470161168308e-01
5.781489430833333608e+04	1.013496942967967840e+02	2.598076211353315679e-01	-2.155000000000000071e+01	5.196152422706631357e-01	7.050725724633829486e+03	6.105479096680292983e-01
5.781606483566667157e+04	1.034984393822167732e+02	2.482606157515390988e-01	-2.139000000000000057e+01	4.965212315030781975e-01	7.051726634625522820e+03	5.834124470161168308e-01
5.781705402833333210e+04	1.019170667895779161e+02	2.482606157515390988e-01	-2.238333333333333641e+01	4.965212315030781975e-01	7.050418548430133342e+03	5.834124470161168308e-01
5.782011076566666452e+04	1.006932369741851261e+02	2.540341184434353194e-01	-2.233000000000000185e+01	5.080682368868706389e-01	7.049330032270373522e+03	5.969801783420730645e-01
5.782111254300000292e+04	1.008344155175445280e+02	2.655811238272278718e-01	-2.276999999999999957e+01	5.311622476544557436e-01	7.050967298085652146e+03	6.241156409939855321e-01
5.782199941333333118e+04	1.022592301555227294e+02	2.598076211353315679e-01	-2.214000000000000057e+01	5.196152422706631357e-01	7.050873237670482013e+03	6.105479096680292983e-01
5.782303047699999297e+04	1.021542010143685246e+02	2.540341184434353194e-01	-2.280333333333333101e+01	5.080682368868706389e-01	7.049249157005481720e+03	5.969801783420730645e-01
5.782512070633333497e+04	1.013876804488149332e+02	2.540341184434353194e-01	-2.266666666666666785e+01	5.080682368868706389e-01	7.049745926902961401e+03	5.969801783420730645e-01
5.782897014633333310e+04	9.977738248294343748e+01	2.540341184434353194e-01	-2.220999999999999730e+01	5.080682368868706389e-01	7.050580243968320246e+03	5.969801783420730645e-01
5.783605475566666428e+04	1.039036796250192083e+02	2.540341184434353194e-01	-2.207999999999999829e+01	5.080682368868706389e-01	7.050762446249544155e+03	5.969801783420730645e-01
5.783690888666666433e+04	1.034736187438382871e+02	2.540341184434353194e-01	-2.192666666666666586e+01	5.080682368868706389e-01	7.051828631289183249e+03	5.969801783420730645e-01
5.784020259800000349e+04	1.022084778934060409e+02	2.598076211353315679e-01	-2.172666666666667012e+01	5.196152422706631357e-01	7.052140417143603372e+03	6.105479096680292983e-01
5.784098494999999093e+04	1.016594647979536177e+02	2.540341184434353194e-01	-2.121000000000000441e+01	5.080682368868706389e-01	7.051526125890373805e+03	5.969801783420730645e-01
5.784409474566666177e+04	1.038011905657692040e+02	2.540341184434353194e-01	-2.188666666666666671e+01	5.080682368868706389e-01	7.053259705867581943e+03	5.969801783420730645e-01
5.784517894566666655e+04	1.029961742081437848e+02	2.559730888633065526e-01	-2.135333333333333528e+01	5.119461777266131053e-01	7.054440863440657267e+03	6.015367588287704459e-01
5.784607960066667147e+04	1.023101664872273346e+02	2.540341184434353194e-01	-2.012999999999999901e+01	5.080682368868706389e-01	7.055009545599527883e+03	5.969801783420730645e-01
5.784687752800000453e+04	1.003637355610555346e+02	2.540341184434353194e-01	-2.084666666666666757e+01	5.080682368868706389e-01	7.052724089610222109e+03	5.969801783420730645e-01
5.784801411599999847e+04	9.994998792269444721e+01	2.482606157515390988e-01	-2.110666666666666558e+01	4.965212315030781975e-01	7.052300091802208044e+03	5.834124470161168308e-01
5.784891987099999824e+04	1.004952574370311567e+02	2.598076211353315679e-01	-2.143999999999999773e+01	5.196152422706631357e-01	7.050645714460636555e+03	6.105479096680292983e-01
5.784993649366666796e+04	1.022245845825181760e+02	2.540341184434353194e-01	-2.195999999999999730e+01	5.080682368868706389e-01	7.051179809757009025e+03	5.969801783420730645e-01
5.785087491099999897e+04	1.023296241033557408e+02	2.598076211353315679e-01	-2.205666666666666842e+01	5.196152422706631357e-01	7.052640421611580678e+03	6.105479096680292983e-01
5.785192765266666538e+04	1.008366242650064777e+02	2.540341184434353194e-01	-2.231333333333333258e+01	5.080682368868706389e-01	7.051343937036173884e+03	5.969801783420730645e-01
5.785290980433332879e+04	9.960391474497191666e+01	2.540341184434353194e-01	-2.166333333333333044e+01	5.080682368868706389e-01	7.051384208669206600e+03	5.969801783420730645e-01
5.785399831733333849e+04	9.958784728938366015e+01	2.578974817851293344e-01	-2.265666666666666629e+01	5.157949635702586688e-01	7.050214684664199012e+03	6.060590821950538887e-01
5.785603245833333494e+04	1.014743360362687099e+02	2.540341184434353194e-01	-2.098333333333333428e+01	5.080682368868706389e-01	7.048114436114657110e+03	5.969801783420730645e-01
5.785701858333333075e+04	1.019786701923790844e+02	2.540341184434353194e-01	-2.177333333333332988e+01	5.080682368868706389e-01	7.049081666870614754e+03	5.969801783420730645e-01
5.786014242933333298e+04	1.010113736307171592e+02	2.540341184434353194e-01	-2.098666666666666814e+01	5.080682368868706389e-01	7.047966198250937850e+03	5.969801783420730645e-01
5.786089846999999281e+04	1.002473340100179939e+02	2.655811238272278718e-01	-2.098333333333333428e+01	5.311622476544557436e-01	7.049142556538834469e+03	6.241156409939855321e-01
5.786197236466666800e+04	9.934047679392483587e+01	2.482606157515390988e-01	-2.129333333333333300e+01	4.965212315030781975e-01	7.048370239614693674e+03	5.834124470161168308e-01
5.786284623733333865e+04	1.014098097681179098e+02	2.540341184434353194e-01	-2.220666666666666700e+01	5.080682368868706389e-01	7.049246892721336735e+03	5.969801783420730645e-01
5.786384807233334141e+04	1.013077265644300695e+02	2.655811238272278718e-01	-2.110666666666666558e+01	5.311622476544557436e-01	7.050061589660205755e+03	6.241156409939855321e-01
5.786512553600000683e+04	1.023784326088593133e+02	2.482606157515390988e-01	-2.012666666666666515e+01	4.965212315030781975e-01	7.049369182148381697e+03	5.834124470161168308e-01
5.786609562333333452e+04	1.031780849206386392e+02	2.482606157515390988e-01	-2.069666666666666188e+01	4.965212315030781975e-01	7.049521506066394068e+03	5.834124470161168308e-01
5.786701126633333479e+04	1.029620724913329894e+02	2.482606157515390988e-01	-2.053666666666666529e+01	4.965212315030781975e-01	7.050216065245792379e+03	5.834124470161168308e-01
5.786796074033332843e+04	1.049249482905938606e+02	2.540341184434353194e-01	-2.070666666666666700e+01	5.080682368868706389e-01	7.049890775059083353e+03	5.969801783420730645e-01
5.786894268366667529e+04	1.045059195172006667e+02	2.540341184434353194e-01	-2.025333333333333030e+01	5.080682368868706389e-01	7.049943956734162384e+03	5.969801783420730645e-01
5.787390158533333306e+04	1.013256125050677952e+02	2.482606157515390988e-01	-2.052666666666666728e+01	4.965212315030781975e-01	7.048593830245606114e+03	5.834124470161168308e-01
5.787501287999999477e+04	1.027125199053564160e+02	2.501999200639360432e-01	-2.107333333333333414e+01	5.003998401278720864e-01	7.048836363216901191e+03	5.879698121502497932e-01
5.787596017466665944e+04	1.024715848586577209e+02	2.521243079646757201e-01	-2.075333333333333385e+01	5.042486159293514403e-01	7.049803632748182281e+03	5.924921237169881172e-01
5.787698997266666265e+04	1.018974240427548210e+02	2.540341184434353194e-01	-2.134999999999999787e+01	5.080682368868706389e-01	7.050277860461644195e+03	5.969801783420730645e-01
5.787890826100000413e+04	1.014959885393354995e+02	2.598076211353315679e-01	-2.167666666666666586e+01	5.196152422706631357e-01	7.049211042431395072e+03	6.105479096680292983e-01
5.788012732599999435e+04	1.010882344128638124e+02	2.501999200639360432e-01	-2.110999999999999943e+01	5.003998401278720864e-01	7.048315268455018668e+03	5.879698121502497932e-01
5.788089679266666644e+04	9.946605333975411156e+01	2.540341184434353194e-01	-2.137000000000000099e+01	5.080682368868706389e-01	7.049412608829967212e+03	5.969801783420730645e-01
5.788622487633334094e+04	1.017571574123886791e+02	2.771281292110204242e-01	-2.138666666666666671e+01	5.542562584220408484e-01	7.049964034868348790e+03	6.512511036458978886e-01
5.788713799999999901e+04	9.929800096374214036e+01	2.482606157515390988e-01	-2.130666666666666842e+01	4.965212315030781975e-01	7.048401564549239083e+03	5.834124470161168308e-01
5.788802454233333265e+04	1.030845890056868939e+02	2.482606157515390988e-01	-2.193666666666666742e+01	4.965212315030781975e-01	7.049052732949711753e+03	5.834124470161168308e-01
5.789210714933333657e+04	1.015386966724068287e+02	2.540341184434353194e-01	-2.137000000000000099e+01	5.080682368868706389e-01	7.049550085868381757e+03	5.969801783420730645e-01
5.789514061800000491e+04	1.037717349040773769e+02	2.482606157515390988e-01	-1.992333333333333201e+01	4.965212315030781975e-01	7.051408007117846864e+03	5.834124470161168308e-01
5.789602833699999610e+04	1.018902734288441110e+02	2.482606157515390988e-01	-2.053000000000000114e+01	4.965212315030781975e-01	7.051551320168703569e+03	5.834124470161168308e-01
5.789697146466667618e+04	1.051501414763647091e+02	2.482606157515390988e-01	-2.056000000000000227e+01	4.965212315030781975e-01	7.051153791511111194e+03	5.834124470161168308e-01
5.789788021366667090e+04	1.027695361309029209e+02	2.540341184434353194e-01	-1.987333333333333130e+01	5.080682368868706389e-01	7.050544711845605889e+03	5.969801783420730645e-01
5.789917628466666793e+04	1.022921411847388526e+02	2.540341184434353194e-01	-2.060999999999999943e+01	5.080682368868706389e-01	7.051134281309929065e+03	5.969801783420730645e-01
5.789998632233333046e+04	1.032273196469349870e+02	2.540341184434353194e-01	-1.993333333333333357e+01	5.080682368868706389e-01	7.050607361943367323e+03	5.969801783420730645e-01
5.790118140233333543e+04	1.003391381530069566e+02	2.540341184434353194e-01	-2.140666666666666629e+01	5.080682368868706389e-01	7.048745633181773883e+03	5.969801783420730645e-01
5.790190976966667222e+04	1.000690946212235275e+02	2.540341184434353194e-01	-2.147666666666666302e+01	5.080682368868706389e-01	7.048994813595782034e+03	5.969801783420730645e-01
5.790324642733333167e+04	1.026173134930741782e+02	2.598076211353315679e-01	-2.222666666666667012e+01	5.196152422706631357e-01	7.048629627759288269e+03	6.105479096680292983e-01
5.790386813199999597e+04	1.004221797640309575e+02	2.598076211353315679e-01	-2.195666666666666700e+01	5.196152422706631357e-01	7.048249725287266301e+03	6.105479096680292983e-01
5.790508189999999740e+04	1.038879429528752070e+02	2.482606157515390988e-01	-2.066000000000000014e+01	4.965212315030781975e-01	7.049465769603899389e+03	5.834124470161168308e-01
5.790610549866666406e+04	1.005976023801251387e+02	2.482606157515390988e-01	-2.181000000000000227e+01	4.965212315030781975e-01	7.050295802503533196e+03	5.834124470161168308e-01
5.790989117433332285e+04	1.027587403913140776e+02	2.540341184434353194e-01	-2.169666666666666899e+01	5.080682368868706389e-01	7.049939674294247197e+03	5.969801783420730645e-01
5.791103510433332849e+04	1.033460184816116936e+02	2.482606157515390988e-01	-2.170666666666666700e+01	4.965212315030781975e-01	7.050974083263908142e+03	5.834124470161168308e-01
5.791297618700000021e+04	1.030793957558059191e+02	2.540341184434353194e-01	-2.048999999999999844e+01	5.080682368868706389e-01	7.051328134723626135e+03	5.969801783420730645e-01
5.791707831733333296e+04	1.016861553833381322e+02	2.424871130596428503e-01	-2.156666666666666643e+01	4.849742261192857007e-01	7.049916734626048310e+03	5.698447156901605970e-01
5.791786758366666618e+04	1.009926572326708794e+02	2.598076211353315679e-01	-2.133666666666666956e+01	5.196152422706631357e-01	7.050896938977321952e+03	6.105479096680292983e-01
5.791989713833333371e+04	1.031462124229642967e+02	2.540341184434353194e-01	-2.066333333333333400e+01	5.080682368868706389e-01	7.050481984158949672e+03	5.969801783420730645e-01
5.792094372300000396e+04	1.044412508271128672e+02	2.540341184434353194e-01	-2.105000000000000071e+01	5.080682368868706389e-01	7.051386022023284568e+03	5.969801783420730645e-01
5.792186053199999878e+04	1.036438641053315308e+02	2.540341184434353194e-01	-2.021333333333333471e+01	5.080682368868706389e-01	7.051564644332815988e+03	5.969801783420730645e-01
5.792309820466666133e+04	1.043048153323259015e+02	2.424871130596428503e-01	-2.045333333333333314e+01	4.849742261192857007e-01	7.051321587124709367e+03	5.698447156901605970e-01
5.792408540699999867e+04	1.018987731504111451e+02	2.482606157515390988e-01	-2.062666666666666870e+01	4.965212315030781975e-01	7.051715888197367349e+03	5.834124470161168308e-01
5.792499971199999709e+04	1.023265406855882276e+02	2.424871130596428503e-01	-2.044999999999999929e+01	4.849742261192857007e-01	7.050688973547556088e+03	5.698447156901605970e-01
5.792598478433333366e+04	1.023065427054327188e+02	2.482606157515390988e-01	-2.125000000000000000e+01	4.965212315030781975e-01	7.050978716704809813e+03	5.834124470161168308e-01
5.792716123833332676e+04	1.013551012853937578e+02	2.636706700075346355e-01	-2.237666666666666515e+01	5.273413400150692709e-01	7.051234072322018619e+03	6.196260745177064599e-01
5.792802641900000162e+04	1.014020861004127738e+02	2.790659022126812938e-01	-2.148999999999999844e+01	5.581318044253625876e-01	7.049950878131014179e+03	6.558048701998009378e-01
5.792898034999999800e+04	1.024381226319903391e+02	2.732926799035951260e-01	-2.290666666666666629e+01	5.465853598071902519e-01	7.051098776049301705e+03	6.422377977734484711e-01
5.792995526066666935e+04	1.004934342298289494e+02	2.598076211353315679e-01	-2.248666666666666814e+01	5.196152422706631357e-01	7.050317649331244866e+03	6.105479096680292983e-01
5.793102470433333656e+04	1.013629688174063261e+02	2.540341184434353194e-01	-2.223666666666666814e+01	5.080682368868706389e-01	7.050255326472717570e+03	5.969801783420730645e-01
5.793301204933333065e+04	1.017403146586387521e+02	2.540341184434353194e-01	-2.213333333333333641e+01	5.080682368868706389e-01	7.050661807674384363e+03	5.969801783420730645e-01
5.793402246166666737e+04	9.997977594296297355e+01	2.482606157515390988e-01	-2.162999999999999901e+01	4.965212315030781975e-01	7.049301661454254827e+03	5.834124470161168308e-01
5.793492729566667549e+04	1.011712638151264656e+02	2.482606157515390988e-01	-2.261333333333333329e+01	4.965212315030781975e-01	7.050307807418831544e+03	5.834124470161168308e-01
5.793588580966667359e+04	1.031620067090183284e+02	2.540341184434353194e-01	-2.119666666666666899e+01	5.080682368868706389e-01	7.048919172526059810e+03	5.969801783420730645e-01
5.793817719799999759e+04	1.022899449901480153e+02	2.482606157515390988e-01	-2.224333333333333584e+01	4.965212315030781975e-01	7.050483262448004098e+03	5.834124470161168308e-01
5.793905020299999887e+04	1.022623912698935413e+02	2.482606157515390988e-01	-2.170333333333333670e+01	4.965212315030781975e-01	7.050281902650282973e+03	5.834124470161168308e-01
5.793990073933333042e+04	1.016667456486380843e+02	2.482606157515390988e-01	-2.144999999999999929e+01	4.965212315030781975e-01	7.048953824337419064e+03	5.834124470161168308e-01
5.794088082733333431e+04	1.004979354090545627e+02	2.598076211353315679e-01	-2.127333333333333698e+01	5.196152422706631357e-01	7.050869211917270150e+03	6.105479096680292983e-01
5.794491643633333297e+04	1.056673128736965168e+02	2.540341184434353194e-01	-2.224333333333333584e+01	5.080682368868706389e-01	7.051401959351594087e+03	5.969801783420730645e-01
5.794791485000000102e+04	1.044430555583888776e+02	2.482606157515390988e-01	-2.006666666666666643e+01	4.965212315030781975e-01	7.054505989990658236e+03	5.834124470161168308e-01
5.794994709499998862e+04	1.012675879312260037e+02	2.655811238272278718e-01	-2.016666666666666785e+01	5.311622476544557436e-01	7.050759271350332710e+03	6.241156409939855321e-01
5.795193302433333156e+04	1.025408000537508286e+02	2.713546265191240647e-01	-2.160999999999999943e+01	5.427092530382481295e-01	7.050230665074896933e+03	6.376833723199416548e-01
5.795284319399999367e+04	9.927110570196616379e+01	2.752170860329068436e-01	-2.171666666666666856e+01	5.504341720658136872e-01	7.050779818342200997e+03	6.467601521773310713e-01
5.795404521566666517e+04	1.009046599730869502e+02	2.540341184434353194e-01	-2.161333333333333329e+01	5.080682368868706389e-01	7.050261941495186875e+03	5.969801783420730645e-01
5.795508324466666818e+04	1.021881456636329659e+02	2.540341184434353194e-01	-2.187999999999999901e+01	5.080682368868706389e-01	7.049851723018645316e+03	5.969801783420730645e-01
5.795597995733333664e+04	1.013161890331593895e+02	2.540341184434353194e-01	-2.196999999999999886e+01	5.080682368868706389e-01	7.047787828893149708e+03	5.969801783420730645e-01
5.795701597566666896e+04	9.954312135964879360e+01	2.482606157515390988e-01	-2.185333333333333528e+01	4.965212315030781975e-01	7.049814062024223858e+03	5.834124470161168308e-01
5.795811728733333439e+04	1.008064883347796581e+02	2.482606157515390988e-01	-2.231666666666666288e+01	4.965212315030781975e-01	7.050623470531383646e+03	5.834124470161168308e-01
5.795901734133333230e+04	1.008847530426795487e+02	2.540341184434353194e-01	-2.137666666666666515e+01	5.080682368868706389e-01	7.050151746296955935e+03	5.969801783420730645e-01
5.796204224566667108e+04	1.008003592591192756e+02	2.540341184434353194e-01	-2.257666666666666444e+01	5.080682368868706389e-01	7.049185195483063580e+03	5.969801783420730645e-01
5.796313242333333619e+04	9.994200256195840382e+01	2.540341184434353194e-01	-2.265666666666666629e+01	5.080682368868706389e-01	7.049345934895932260e+03	5.969801783420730645e-01
5.796393792900000699e+04	1.001731765041018889e+02	2.598076211353315679e-01	-2.359333333333333371e+01	5.196152422706631357e-01	7.049536739221672178e+03	6.105479096680292983e-01
5.796505285566666862e+04	1.004921530559302028e+02	2.540341184434353194e-01	-2.217333333333333201e+01	5.080682368868706389e-01	7.050723050765657717e+03	5.969801783420730645e-01
5.796585051399999793e+04	9.967015305367876010e+01	2.598076211353315679e-01	-2.306333333333333258e+01	5.196152422706631357e-01	7.049793217351787462e+03	6.105479096680292983e-01
5.796693222333333688e+04	1.003215186281909013e+02	2.482606157515390988e-01	-2.315999999999999659e+01	4.965212315030781975e-01	7.048385676695615075e+03	5.834124470161168308e-01
5.796799943833333236e+04	1.014998956368303169e+02	2.482606157515390988e-01	-2.266333333333333044e+01	4.965212315030781975e-01	7.049759330050571407e+03	5.834124470161168308e-01
5.796908889866666868e+04	1.049092708247340653e+02	2.482606157515390988e-01	-2.210333333333333528e+01	4.965212315030781975e-01	7.050971822717277973e+03	5.834124470161168308e-01
5.797005086666665738e+04	1.025295535607045281e+02	2.482606157515390988e-01	-2.235999999999999943e+01	4.965212315030781975e-01	7.051040670517019862e+03	5.834124470161168308e-01
5.797092776900000172e+04	1.028894802466787155e+02	2.482606157515390988e-01	-2.219999999999999929e+01	4.965212315030781975e-01	7.050042230034315253e+03	5.834124470161168308e-01
5.797188707499999873e+04	1.050598628957276333e+02	2.540341184434353194e-01	-2.184666666666666401e+01	5.080682368868706389e-01	7.050676083074638882e+03	5.969801783420730645e-01
5.797294037399999797e+04	1.018407716241904382e+02	2.655811238272278718e-01	-2.215333333333333243e+01	5.311622476544557436e-01	7.051813181239896039e+03	6.241156409939855321e-01
5.797489742333333561e+04	1.016658026723446113e+02	2.655811238272278718e-01	-2.162999999999999901e+01	5.311622476544557436e-01	7.051403174609525195e+03	6.241156409939855321e-01
5.797685900199999014e+04	1.020251360610830744e+02	2.790659022126812938e-01	-2.256333333333333258e+01	5.581318044253625876e-01	7.051121925464661217e+03	6.558048701998009378e-01
5.797816273333333083e+04	1.011528243719027245e+02	2.540341184434353194e-01	-2.265666666666666629e+01	5.080682368868706389e-01	7.048074092722124078e+03	5.969801783420730645e-01
5.797899330466667743e+04	9.782690543907112612e+01	2.540341184434353194e-01	-2.191666666666666785e+01	5.080682368868706389e-01	7.050669171767972330e+03	5.969801783420730645e-01
5.797985712866666290e+04	1.015081013865714539e+02	2.540341184434353194e-01	-2.248333333333333073e+01	5.080682368868706389e-01	7.050151912023259683e+03	5.969801783420730645e-01
5.798416249333332962e+04	1.016863672871707678e+02	2.540341184434353194e-01	-2.332000000000000384e+01	5.080682368868706389e-01	7.050868288181986827e+03	5.969801783420730645e-01
5.798489306866666448e+04	1.025489037501485683e+02	2.540341184434353194e-01	-2.251999999999999957e+01	5.080682368868706389e-01	7.051164702521468826e+03	5.969801783420730645e-01
5.798713554700000532e+04	1.016048405107408570e+02	2.771281292110204242e-01	-2.148000000000000043e+01	5.542562584220408484e-01	7.053582086788776905e+03	6.512511036458978886e-01
5.798901007366666454e+04	1.014832720777029209e+02	2.655811238272278718e-01	-2.181666666666666643e+01	5.311622476544557436e-01	7.052205532486441371e+03	6.241156409939855321e-01
5.798988169433333678e+04	1.028894856853786450e+02	2.655811238272278718e-01	-2.246666666666666856e+01	5.311622476544557436e-01	7.051241631429438712e+03	6.241156409939855321e-01
5.799102698466667061e+04	1.020581620260994526e+02	2.694438717061495847e-01	-2.212000000000000099e+01	5.388877434122991694e-01	7.051505740615722061e+03	6.331930985094517128e-01
5.799194087433334062e+04	1.022784589473791357e+02	2.598076211353315679e-01	-2.241999999999999815e+01	5.196152422706631357e-01	7.051617118119564111e+03	6.105479096680292983e-01
5.799410712199999398e+04	1.017329466867165451e+02	2.540341184434353194e-01	-2.216666666666666785e+01	5.080682368868706389e-01	7.050502107501065439e+03	5.969801783420730645e-01
5.799488225000000239e+04	1.011584394482196529e+02	2.540341184434353194e-01	-2.239000000000000057e+01	5.080682368868706389e-01	7.050906718407387416e+03	5.969801783420730645e-01
5.799686108266666997e+04	1.012589026670441399e+02	2.540341184434353194e-01	-2.355333333333333101e+01	5.080682368868706389e-01	7.051626130867181928e+03	5.969801783420730645e-01
5.799993979699999909e+04	1.060049646577123923e+02	2.540341184434353194e-01	-2.169000000000000128e+01	5.080682368868706389e-01	7.055946538872791280e+03	5.969801783420730645e-01
5.800086425766666071e+04	1.071638503187726883e+02	2.559730888633065526e-01	-2.232999999999999829e+01	5.119461777266131053e-01	7.056550883313541817e+03	6.015367588287704459e-01
5.800187577500000043e+04	1.048695684030060278e+02	2.675194696964440788e-01	-2.196333333333333471e+01	5.350389393928881576e-01	7.059116231445175799e+03	6.286707537866437212e-01
5.800290611899999931e+04	1.020155166363566224e+02	2.598076211353315679e-01	-1.964666666666666472e+01	5.196152422706631357e-01	7.059285074146729130e+03	6.105479096680292983e-01
5.800509114433333889e+04	1.006303346063061355e+02	2.598076211353315679e-01	-2.067333333333333201e+01	5.196152422706631357e-01	7.052364476418152663e+03	6.105479096680292983e-01
5.800588582466667140e+04	1.000810130644625957e+02	2.655811238272278718e-01	-2.162333333333333485e+01	5.311622476544557436e-01	7.052345822917930491e+03	6.241156409939855321e-01
5.800715571366666700e+04	1.009743796071207811e+02	2.521243079646757201e-01	-2.221333333333333471e+01	5.042486159293514403e-01	7.050630368078389438e+03	5.924921237169881172e-01
5.800786287133333826e+04	9.960348191121558159e+01	2.598076211353315679e-01	-2.230000000000000071e+01	5.196152422706631357e-01	7.049056745802182377e+03	6.105479096680292983e-01
5.800903487066666275e+04	1.024048785065463534e+02	2.540341184434353194e-01	-2.239000000000000057e+01	5.080682368868706389e-01	7.050364672146860357e+03	5.969801783420730645e-01
5.801018371433333232e+04	1.019598167062570582e+02	2.540341184434353194e-01	-2.304666666666666686e+01	5.080682368868706389e-01	7.049496644498104615e+03	5.969801783420730645e-01
5.801208966933333431e+04	1.029722135581014157e+02	2.521243079646757201e-01	-2.368000000000000327e+01	5.042486159293514403e-01	7.049694618845646801e+03	5.924921237169881172e-01
5.801313774133333209e+04	1.021281583399424449e+02	2.540341184434353194e-01	-2.339666666666666472e+01	5.080682368868706389e-01	7.050451270216971352e+03	5.969801783420730645e-01
5.801393309666666755e+04	9.936776490706067477e+01	2.598076211353315679e-01	-2.269000000000000128e+01	5.196152422706631357e-01	7.049884506853343737e+03	6.105479096680292983e-01
5.801490786233332619e+04	1.015430703797572960e+02	2.809903122094346561e-01	-2.385666666666666558e+01	5.619806244188693123e-01	7.050090720046067872e+03	6.603272336921713892e-01
5.801613699566666764e+04	1.009235445993193281e+02	2.752170860329068436e-01	-2.227333333333332988e+01	5.504341720658136872e-01	7.050647746710893443e+03	6.467601521773310713e-01
5.801696793433333369e+04	9.970659485408869216e+01	2.598076211353315679e-01	-2.302666666666666728e+01	5.196152422706631357e-01	7.050870399453862774e+03	6.105479096680292983e-01
5.801789869133332832e+04	9.966580106166934172e+01	2.540341184434353194e-01	-2.266333333333333044e+01	5.080682368868706389e-01	7.049855316387973289e+03	5.969801783420730645e-01
5.801887933699999849e+04	1.021441557305767134e+02	2.482606157515390988e-01	-2.199666666666666970e+01	4.965212315030781975e-01	7.051272030448383703e+03	5.834124470161168308e-01
5.802105448200000683e+04	1.022060613265677347e+02	2.424871130596428503e-01	-2.322333333333333272e+01	4.849742261192857007e-01	7.050227870434002398e+03	5.698447156901605970e-01
5.802192980700000044e+04	9.971061490778969016e+01	2.540341184434353194e-01	-2.317000000000000171e+01	5.080682368868706389e-01	7.052663569140023355e+03	5.969801783420730645e-01
5.802301987766666571e+04	1.039970535607877338e+02	2.482606157515390988e-01	-2.357000000000000384e+01	4.965212315030781975e-01	7.052728772847684013e+03	5.834124470161168308e-01
5.802387384466666845e+04	1.031753289782081424e+02	2.540341184434353194e-01	-2.295999999999999730e+01	5.080682368868706389e-01	7.053903035432301294e+03	5.969801783420730645e-01
5.802516477599999780e+04	1.036509781263861925e+02	2.501999200639360432e-01	-2.202333333333332988e+01	5.003998401278720864e-01	7.052829857073217681e+03	5.879698121502497932e-01
5.802602060266667831e+04	1.073984616435680692e+02	2.482606157515390988e-01	-2.188333333333333641e+01	4.965212315030781975e-01	7.052516797969386062e+03	5.834124470161168308e-01
5.802693316166666773e+04	1.060275577357504488e+02	2.482606157515390988e-01	-2.180333333333333101e+01	4.965212315030781975e-01	7.053813677403362817e+03	5.834124470161168308e-01
5.802791883400000370e+04	1.045495645118145376e+02	2.482606157515390988e-01	-2.161000000000000298e+01	4.965212315030781975e-01	7.055000871591163559e+03	5.834124470161168308e-01
5.802903072199999588e+04	1.032362503567331942e+02	2.482606157515390988e-01	-2.071999999999999886e+01	4.965212315030781975e-01	7.055394065189576395e+03	5.834124470161168308e-01
