aa_mean	aa_std
1.574166666666666714e+01	1.198088465941569147e+01
1.972177419354838790e+01	1.798787701294631702e+01
2.136290322580645196e+01	2.335674754942153797e+01
2.237083333333333357e+01	1.847994361388103002e+01
2.445161290322580783e+01	2.431442384832432069e+01
2.396249999999999858e+01	1.815726008377915690e+01
1.888709677419354804e+01	1.590126271990400575e+01
2.507661290322580783e+01	2.529372167692035944e+01
1.908928571428571530e+01	1.836779672776931349e+01
1.615322580645161210e+01	1.351077488456045295e+01
1.666250000000000142e+01	1.457818897360025368e+01
1.589516129032258007e+01	1.381958553390166422e+01
1.265416666666666679e+01	1.316565858482674578e+01
1.460080645161290391e+01	1.588586811607249594e+01
2.814919354838709609e+01	4.178928901966376230e+01
1.606250000000000000e+01	1.634218244554053712e+01
2.019758064516129181e+01	1.911861516322835897e+01
1.482083333333333286e+01	1.476077231399345102e+01
1.982258064516129181e+01	2.159844244201224228e+01
1.777419354838709609e+01	1.787042912895103441e+01
2.133928571428571530e+01	2.052461656655445310e+01
1.969354838709677580e+01	2.333354826222799971e+01
2.053333333333333499e+01	1.977980170667935411e+01
1.878225806451612812e+01	1.974068195208571552e+01
1.559166666666666679e+01	1.745780428792680539e+01
1.735483870967741993e+01	1.423687485437540623e+01
2.222580645161290391e+01	2.179665508138192820e+01
2.840416666666666501e+01	2.443305444076846555e+01
2.641532258064516014e+01	2.477041531537050645e+01
2.307916666666666572e+01	2.307573543729911592e+01
2.808064516129032384e+01	2.930542633177331169e+01
2.779032258064516014e+01	2.707196925328448600e+01
2.650892857142857295e+01	2.299126213513139305e+01
3.067338709677419217e+01	2.486662359816340029e+01
2.126666666666666572e+01	2.011083179670983867e+01
2.747983870967741993e+01	2.829481167486224535e+01
1.390416666666666679e+01	1.261196452998324702e+01
1.489112903225806406e+01	1.586079317107466657e+01
2.265322580645161210e+01	4.442428214876277082e+01
2.527916666666666501e+01	2.549561202714868813e+01
2.685483870967741993e+01	3.254158469791237707e+01
1.428333333333333321e+01	1.754051658937735425e+01
1.841935483870967616e+01	2.221507653352151834e+01
1.668548387096774022e+01	1.345054677835948098e+01
1.410344827586206939e+01	1.573754532755917879e+01
2.845161290322580783e+01	4.883883218973000595e+01
1.780833333333333357e+01	1.867966623244525337e+01
1.771370967741935587e+01	1.814954382558975254e+01
1.235833333333333250e+01	1.345999989681360276e+01
1.399193548387096797e+01	1.505018270585804707e+01
1.482258064516129004e+01	1.428062548728214765e+01
2.567500000000000071e+01	2.619260789484951957e+01
1.732661290322580783e+01	1.912190775705998647e+01
1.511666666666666714e+01	1.431065065684374105e+01
1.698790322580645196e+01	1.492359083282148546e+01
1.166935483870967794e+01	1.013594830150902482e+01
1.059375000000000000e+01	1.013393152139667563e+01
1.562903225806451601e+01	1.553506322439841902e+01
1.723333333333333428e+01	1.950586806294169762e+01
4.054032258064516014e+01	8.673480151268191207e+01
1.240833333333333321e+01	1.153003023509575264e+01
1.331451612903225801e+01	1.098119135046586514e+01
1.457258064516129004e+01	1.365866934144685452e+01
1.240416666666666679e+01	1.637882217902808435e+01
1.622580645161290391e+01	1.722705987949108319e+01
1.619583333333333286e+01	1.775971516209899548e+01
1.777419354838709609e+01	1.936630708617643037e+01
1.800000000000000000e+01	1.998204839510994901e+01
1.861160714285714235e+01	1.606532560214096961e+01
2.408870967741935587e+01	2.111623442755795210e+01
2.351249999999999929e+01	2.078881535225131572e+01
1.833064516129032384e+01	1.724735686818724290e+01
1.858749999999999858e+01	1.611962604249862707e+01
2.002822580645161210e+01	1.768574266539097906e+01
2.067741935483870819e+01	1.743608067970846776e+01
1.967083333333333428e+01	2.119050453950752200e+01
2.014112903225806406e+01	2.165064072692945629e+01
1.309166666666666679e+01	1.433585006974550424e+01
1.037096774193548399e+01	1.110795104791294818e+01
1.016129032258064591e+01	9.412489212412268103e+00
1.367410714285714235e+01	1.638994816918346231e+01
1.206048387096774199e+01	1.530866462723299470e+01
1.002500000000000036e+01	1.004860064884658399e+01
1.011290322580645196e+01	1.198130915178449030e+01
1.113333333333333286e+01	1.448213458790596420e+01
8.399193548387096087e+00	9.267416001757760924e+00
7.286290322580645018e+00	8.613725306605051202e+00
1.073750000000000071e+01	1.622504012578500010e+01
1.256854838709677402e+01	1.969821044326142712e+01
7.837500000000000355e+00	8.408988866088478176e+00
9.564516129032258007e+00	1.036374102299335398e+01
1.362903225806451601e+01	1.803914549060507611e+01
1.093534482758620641e+01	1.170102231247150470e+01
1.292338709677419395e+01	1.290435415933362151e+01
7.308333333333333570e+00	8.563289704053900664e+00
1.019758064516129004e+01	1.475598819785070326e+01
1.233750000000000036e+01	1.645140096617913983e+01
9.709677419354838079e+00	9.312906577873514280e+00
6.915322580645161032e+00	9.078781930829412872e+00
1.259999999999999964e+01	1.468638825579659013e+01
8.741935483870967971e+00	1.235814408744938753e+01
9.329166666666667496e+00	1.132861344732394393e+01
7.870967741935483986e+00	8.539724765089067304e+00
9.358870967741935942e+00	1.145416188691856085e+01
8.571428571428571175e+00	9.153174981660624709e+00
8.564516129032258007e+00	9.244651405249339149e+00
1.080833333333333357e+01	1.010923326579331771e+01
1.097580645161290391e+01	1.507104878389058733e+01
1.771249999999999858e+01	1.847105421328192776e+01
1.180645161290322598e+01	1.266706258395067763e+01
1.362500000000000000e+01	1.408673091612194384e+01
1.798750000000000071e+01	2.095878520056287542e+01
2.169758064516129181e+01	2.427167459602054578e+01
1.317500000000000071e+01	1.637918521579548425e+01
1.292741935483870996e+01	1.413168105602807678e+01
2.720564516129032384e+01	3.561943290382678384e+01
2.622767857142857295e+01	3.118732202875481008e+01
2.765322580645161210e+01	2.513673714128987413e+01
2.719583333333333286e+01	3.576775758471432454e+01
1.968145161290322420e+01	1.924479765033910184e+01
1.622500000000000142e+01	2.075369946941187393e+01
1.139516129032258007e+01	1.095210875878741597e+01
1.318145161290322598e+01	1.215671105600818436e+01
2.273333333333333428e+01	2.833570578302616383e+01
2.336693548387096797e+01	4.583990412253912439e+01
1.194166666666666643e+01	1.589853024304098739e+01
1.331048387096774199e+01	1.281900880967959644e+01
1.558467741935483808e+01	1.704243065521691491e+01
1.521428571428571352e+01	1.369595128615216062e+01
2.075806451612903203e+01	1.902624289854798079e+01
1.567083333333333250e+01	1.922920910071157508e+01
1.684677419354838790e+01	1.933096477860306095e+01
1.120833333333333393e+01	1.076676664040272158e+01
1.656451612903225978e+01	3.102177745356916461e+01
1.853225806451612812e+01	2.862506106032957121e+01
2.096249999999999858e+01	1.935293501642580338e+01
2.475806451612903203e+01	3.925862776917220032e+01
8.020833333333333925e+00	9.501512123808973698e+00
1.590322580645161210e+01	1.854741932959194983e+01
1.016935483870967794e+01	1.083953469882322551e+01
1.356465517241379359e+01	1.109151395336298052e+01
1.136290322580645196e+01	1.228087595214303462e+01
1.287916666666666643e+01	1.211739380555443191e+01
2.359677419354838790e+01	2.797750229658579002e+01
2.025416666666666643e+01	1.732910555411200804e+01
2.780241935483870819e+01	6.288601178336634234e+01
1.590322580645161210e+01	1.715720452211045810e+01
1.959166666666666501e+01	1.946963269356210091e+01
2.350000000000000000e+01	2.743834731221628331e+01
1.822083333333333499e+01	1.867320895397705627e+01
1.565322580645161210e+01	1.510423159829118411e+01
1.308064516129032206e+01	1.395591952923015278e+01
2.402678571428571530e+01	3.168101612204870676e+01
2.627016129032258007e+01	2.684865732162383978e+01
1.396250000000000036e+01	1.263339860911016643e+01
1.630645161290322420e+01	1.287074540999661920e+01
1.476249999999999929e+01	1.411699072335649419e+01
1.858467741935483986e+01	2.283533461883153848e+01
1.592338709677419395e+01	2.153219123766360710e+01
2.152916666666666501e+01	1.936726144740712030e+01
2.555241935483870819e+01	2.496330521084794185e+01
2.269999999999999929e+01	2.261474445282693324e+01
2.103629032258064413e+01	2.077011980131251079e+01
2.100000000000000000e+01	1.783458944425582615e+01
2.796428571428571530e+01	2.253209162641640972e+01
3.090322580645161210e+01	2.813430329423917087e+01
3.822500000000000142e+01	2.637200614919792940e+01
3.641935483870967971e+01	2.880232875166955608e+01
3.337083333333333002e+01	2.656532795403730063e+01
2.837903225806451601e+01	2.111492849893384260e+01
3.336693548387096797e+01	2.585377685572294126e+01
2.882499999999999929e+01	2.703105081814862132e+01
2.929032258064516014e+01	2.464956787998798049e+01
1.884583333333333499e+01	1.930039894161660996e+01
1.718145161290322420e+01	2.278890104406190531e+01
1.300403225806451601e+01	1.239683166594586616e+01
1.539732142857142883e+01	1.742146131223860550e+01
1.290725806451612989e+01	1.132561807319381231e+01
9.954166666666667496e+00	1.019487122555040237e+01
1.203225806451612989e+01	1.314800088071221573e+01
1.469999999999999929e+01	1.468479939710901583e+01
1.309677419354838790e+01	1.313817348406537633e+01
1.770967741935483986e+01	1.493306257806676207e+01
2.127499999999999858e+01	1.597652574873523612e+01
2.737903225806451601e+01	2.402253402534710602e+01
2.377916666666666501e+01	1.772583987588615173e+01
2.114112903225806406e+01	1.683554952347989797e+01
2.023790322580645196e+01	1.616808930370469710e+01
2.144827586206896441e+01	1.911121932070008000e+01
2.796370967741935587e+01	2.328683982035644462e+01
2.827499999999999858e+01	1.983198699912173169e+01
2.224596774193548399e+01	2.340509283975752908e+01
1.186250000000000071e+01	1.104921990081954597e+01
1.247177419354838790e+01	1.278825734353572230e+01
1.908064516129032384e+01	2.040501075961235244e+01
1.913749999999999929e+01	1.839072031623557635e+01
1.720564516129032384e+01	1.703915226963002283e+01
1.383333333333333393e+01	1.280874267400547240e+01
1.531048387096774199e+01	1.447593842603152048e+01
1.592338709677419395e+01	1.402180680037099592e+01
1.840178571428571530e+01	1.980686200601978797e+01
1.923790322580645196e+01	1.950278761192348398e+01
2.116666666666666785e+01	1.844421017254164852e+01
1.755645161290322420e+01	2.226048227869101481e+01
1.365416666666666679e+01	1.298144442292750256e+01
1.230645161290322598e+01	1.360038983036814564e+01
1.419354838709677402e+01	1.710530827783927066e+01
1.844583333333333286e+01	2.147724530688752509e+01
1.686290322580645196e+01	1.652873093767303203e+01
1.600833333333333286e+01	1.514925511553474280e+01
1.302419354838709609e+01	1.394977379263781714e+01
1.152822580645161210e+01	1.178739800341648625e+01
1.490625000000000000e+01	1.603192006396925606e+01
2.002419354838709609e+01	1.927766705102774836e+01
1.134166666666666679e+01	1.168403171949743680e+01
1.144758064516129004e+01	1.430476439754611206e+01
1.002500000000000036e+01	1.055616920730874497e+01
1.026612903225806406e+01	1.373311800637055136e+01
1.741532258064516014e+01	1.474845833580711840e+01
1.766666666666666785e+01	1.876092274442337171e+01
1.162096774193548399e+01	1.183154118470670824e+01
9.508333333333332860e+00	1.102421261990573775e+01
1.550806451612903203e+01	1.664864421862688459e+01
1.568951612903225801e+01	1.381897549157811689e+01
1.651785714285714235e+01	1.608431031363502939e+01
1.783064516129032384e+01	1.877228644287755444e+01
1.363749999999999929e+01	1.850151598518348450e+01
1.161290322580645196e+01	1.536502610004782632e+01
1.645833333333333215e+01	1.959736199650917854e+01
1.254838709677419395e+01	1.480537981924447521e+01
9.875000000000000000e+00	9.218040910399912136e+00
2.078750000000000142e+01	2.171310688079130458e+01
2.020564516129032384e+01	1.875677427052369950e+01
1.567083333333333250e+01	1.512627347715079118e+01
1.770564516129032384e+01	1.425028467411947375e+01
1.753629032258064413e+01	1.426614441819772594e+01
1.984051724137930961e+01	1.687237835803237118e+01
1.554032258064516192e+01	1.302627567497547822e+01
2.215416666666666501e+01	2.026977386748280452e+01
1.757258064516129181e+01	1.603558210169716958e+01
1.987083333333333357e+01	2.226273005059252696e+01
1.802822580645161210e+01	1.766817834086172212e+01
1.025000000000000000e+01	9.143237409286747663e+00
9.779166666666666785e+00	9.169082068136493291e+00
1.543951612903225801e+01	1.648913287567528130e+01
1.808749999999999858e+01	2.186999109320044354e+01
1.207258064516129004e+01	1.170619727454621106e+01
1.223387096774193594e+01	1.439456039226542217e+01
2.234375000000000000e+01	2.070396477407338054e+01
1.861693548387096797e+01	2.048294027286229380e+01
2.633333333333333215e+01	3.800972097883499146e+01
1.862096774193548399e+01	1.849022965276155261e+01
1.894999999999999929e+01	1.565186357381552540e+01
1.882661290322580783e+01	1.733465021870919642e+01
1.474193548387096797e+01	2.413399121027794081e+01
1.470833333333333393e+01	1.575906925833150041e+01
2.788306451612903203e+01	2.673477927469769710e+01
1.939583333333333215e+01	1.788101831474433467e+01
1.654838709677419217e+01	1.662021448888694763e+01
4.668951612903225623e+01	8.224690142074811661e+01
2.604464285714285765e+01	2.422804174949568790e+01
2.046774193548387188e+01	2.309427923990748965e+01
2.616250000000000142e+01	4.937824514652175623e+01
2.377419354838709609e+01	3.826632873261056034e+01
1.478749999999999964e+01	1.466290138694703593e+01
1.974596774193548399e+01	2.276289035446250253e+01
1.991129032258064413e+01	2.484370891249163193e+01
2.479166666666666785e+01	3.078457293118674798e+01
2.410080645161290391e+01	2.489335964044117588e+01
1.789583333333333215e+01	1.636057199404172025e+01
1.956451612903225978e+01	1.889668085528551345e+01
1.356048387096774199e+01	9.956982624855550412e+00
2.182142857142857295e+01	2.311914570132693569e+01
2.705645161290322420e+01	1.944898306461442061e+01
3.612916666666666998e+01	4.476433642948616409e+01
2.781451612903225978e+01	1.969663756120525733e+01
2.282083333333333286e+01	1.977195992575231642e+01
2.618548387096774022e+01	2.773633547192257254e+01
2.305645161290322420e+01	3.256997489756944475e+01
1.919166666666666643e+01	1.748513455926363847e+01
2.842338709677419217e+01	3.173406028348661323e+01
1.458750000000000036e+01	1.419010255130901577e+01
1.862903225806451601e+01	1.826218892205328714e+01
2.482661290322580783e+01	2.538236182378192041e+01
2.016379310344827758e+01	1.511875061290200861e+01
4.396370967741935232e+01	8.195033589912996774e+01
2.240416666666666501e+01	2.921014348884456879e+01
2.008467741935483986e+01	2.094955748379686966e+01
2.367083333333333428e+01	3.249275533569837648e+01
1.846370967741935587e+01	1.715438359606296359e+01
1.840322580645161210e+01	1.756091671997181436e+01
2.015833333333333499e+01	1.990246878879323589e+01
2.198387096774193594e+01	2.069478034197766902e+01
2.510833333333333428e+01	2.308942609122674128e+01
2.378225806451612812e+01	1.938554519849983748e+01
2.197177419354838790e+01	1.754611463509004921e+01
2.770982142857142705e+01	1.919357900361764635e+01
4.291129032258064768e+01	6.017387602938325841e+01
2.159166666666666501e+01	2.050162425814653133e+01
1.916532258064516014e+01	1.537727452021766084e+01
1.741250000000000142e+01	1.689997072236122833e+01
2.796370967741935587e+01	6.207801651652049202e+01
2.238306451612903203e+01	2.403916569648236745e+01
3.820833333333333570e+01	7.985564015076762701e+01
1.751209677419354804e+01	2.168431532438616927e+01
2.371666666666666501e+01	2.409207453822844869e+01
1.939112903225806406e+01	2.059802101399618124e+01
1.462500000000000000e+01	1.214464653730725274e+01
1.884821428571428470e+01	2.151420204582004203e+01
3.237903225806451957e+01	3.840186334985445882e+01
2.446666666666666501e+01	2.589688956011684695e+01
1.421774193548387011e+01	1.338846427139072404e+01
1.464166666666666750e+01	1.225479214656681037e+01
2.304435483870967616e+01	1.793047865803775665e+01
2.195967741935483986e+01	2.046531258619766191e+01
2.583749999999999858e+01	2.079169129925060489e+01
3.035887096774193594e+01	2.711988471790363420e+01
2.289166666666666572e+01	1.863611897782249116e+01
1.847983870967741993e+01	1.776298924930034318e+01
1.817741935483870819e+01	1.876555199634072579e+01
1.720089285714285765e+01	1.633001725316052344e+01
2.106451612903225978e+01	1.859272400849836515e+01
2.196249999999999858e+01	1.859599671300250279e+01
2.454435483870967616e+01	2.146710838295885537e+01
2.119166666666666643e+01	1.782685045716775463e+01
2.443145161290322420e+01	1.890050719124670309e+01
4.099193548387096797e+01	3.247790712303691407e+01
3.537916666666666998e+01	2.320474949887534422e+01
3.280645161290322420e+01	2.554318841698747633e+01
2.963333333333333286e+01	2.634132790038413319e+01
2.335887096774193594e+01	2.116896889049101560e+01
2.122983870967741993e+01	1.931632887647930019e+01
1.796120689655172242e+01	1.863911474677380298e+01
2.665322580645161210e+01	2.383141202848861795e+01
2.168333333333333357e+01	2.400902029562130124e+01
1.612096774193548399e+01	1.776599358594203792e+01
1.490000000000000036e+01	1.252823477855785939e+01
1.114112903225806406e+01	8.347314732380420210e+00
1.648790322580645196e+01	1.542724387789517415e+01
1.752499999999999858e+01	1.543343907451176733e+01
1.720967741935483986e+01	1.567424134787472312e+01
1.125833333333333286e+01	1.193907857509205783e+01
2.189112903225806406e+01	3.337229271874995362e+01
1.618145161290322420e+01	1.824594902868404134e+01
1.651339285714285765e+01	1.480437312041683207e+01
2.508064516129032384e+01	2.854583094078531147e+01
1.918750000000000000e+01	2.118613564928724813e+01
1.542338709677419395e+01	1.182065994057866831e+01
1.108750000000000036e+01	1.096759668675564292e+01
1.533064516129032206e+01	1.560485954820647514e+01
1.214112903225806406e+01	1.255986639604802946e+01
1.567083333333333250e+01	1.728691651622373016e+01
1.797580645161290391e+01	2.002718463363324730e+01
1.205416666666666714e+01	1.324863134964849465e+01
2.029838709677419217e+01	2.154065168043664613e+01
1.923387096774193594e+01	2.144501929953769093e+01
3.021875000000000000e+01	5.144832190663684202e+01
4.355241935483871174e+01	7.670453677513903301e+01
2.502083333333333215e+01	3.381388372605088222e+01
2.407661290322580783e+01	2.264038145435149474e+01
2.235416666666666785e+01	2.049236604133896122e+01
2.865725806451612812e+01	4.242592533898213958e+01
1.671370967741935587e+01	1.933310229380710510e+01
4.175416666666666998e+01	6.849101205734142184e+01
1.963709677419354804e+01	1.637185560916687521e+01
1.932916666666666572e+01	1.594482620284363250e+01
1.436693548387096797e+01	1.180684753324345415e+01
2.062903225806451601e+01	2.360613224796974308e+01
1.719196428571428470e+01	1.775185422102262578e+01
3.796370967741935232e+01	3.931452336641785905e+01
2.334583333333333499e+01	2.925037719367431066e+01
1.915725806451612812e+01	2.041355366238203928e+01
2.112500000000000000e+01	1.939762120295510428e+01
2.144758064516129181e+01	2.554307861465535723e+01
3.292338709677419217e+01	3.235872173616478165e+01
3.915416666666666856e+01	3.025222414917988090e+01
3.131854838709677580e+01	2.501288657206547938e+01
2.076666666666666572e+01	2.005086587213186178e+01
1.793548387096774022e+01	1.331549057609211495e+01
2.089112903225806406e+01	1.896389401321998847e+01
2.110344827586206762e+01	1.583529411894618200e+01
2.428629032258064413e+01	2.723069554357142508e+01
1.780833333333333357e+01	1.717861841230416076e+01
2.369354838709677580e+01	2.048511553242233774e+01
1.497499999999999964e+01	1.291701881240404681e+01
1.618548387096774022e+01	1.236140386084971254e+01
2.829838709677419217e+01	3.409935195645447692e+01
2.206250000000000000e+01	1.693960626510152068e+01
3.618145161290322420e+01	4.070937687603134236e+01
2.317083333333333428e+01	1.887480638237706998e+01
2.302016129032258007e+01	2.157534614471591894e+01
2.989112903225806406e+01	4.838655090417899629e+01
2.048660714285714235e+01	1.755373889525550979e+01
2.478225806451612812e+01	2.665008033755093564e+01
1.761666666666666714e+01	2.137782469964820464e+01
2.239112903225806406e+01	4.185377100229300851e+01
1.798333333333333428e+01	1.668206788407507091e+01
1.181854838709677402e+01	1.102322231250392903e+01
1.925806451612903203e+01	2.089890063775617435e+01
1.784583333333333499e+01	1.582156964312397918e+01
3.280241935483871174e+01	3.701140400477650871e+01
2.472916666666666785e+01	2.298544791758955697e+01
1.514516129032258007e+01	1.143226443602822684e+01
1.959677419354838790e+01	1.762165976348366669e+01
2.322321428571428470e+01	3.241643372400260148e+01
2.062096774193548399e+01	2.692824777247368218e+01
2.385416666666666785e+01	1.942226984603556161e+01
2.173387096774193594e+01	1.986308330959712620e+01
1.904166666666666785e+01	1.898415823493074583e+01
1.951612903225806406e+01	1.686233819883048923e+01
3.020564516129032384e+01	3.408732335184803475e+01
2.935000000000000142e+01	2.555211993814473104e+01
3.455241935483871174e+01	2.934481589571101168e+01
2.802499999999999858e+01	2.693695185057136143e+01
2.404435483870967616e+01	2.148860464112262036e+01
2.316129032258064413e+01	1.763719817956894786e+01
2.925446428571428470e+01	2.643696137037546379e+01
2.857661290322580783e+01	2.198684947458134786e+01
3.207500000000000284e+01	2.550985512176291081e+01
2.554032258064516014e+01	2.529866730952200271e+01
2.319583333333333286e+01	2.098628479044243633e+01
2.527419354838709609e+01	1.962484382912072078e+01
2.978629032258064413e+01	2.221228893623258571e+01
4.446666666666666856e+01	4.227507802739366127e+01
3.036290322580645196e+01	3.532700572517806847e+01
2.578333333333333499e+01	1.865126596835245110e+01
2.820564516129032384e+01	2.387995110770429363e+01
2.854032258064516014e+01	2.402817539471459085e+01
3.438793103448276156e+01	2.827231238232061727e+01
4.016129032258064768e+01	3.364937498743097422e+01
3.801250000000000284e+01	3.272543369333195784e+01
3.311693548387096797e+01	2.945592722480922276e+01
2.389166666666666572e+01	2.402769091185325578e+01
2.079435483870967616e+01	2.031630047292930641e+01
1.902822580645161210e+01	1.625636381833811939e+01
2.850000000000000000e+01	2.576431640855235017e+01
2.642741935483870819e+01	2.541357060233027099e+01
1.900416666666666643e+01	1.730811416568027639e+01
2.345161290322580783e+01	2.060627638441262022e+01
2.242338709677419217e+01	2.108417694765042327e+01
2.120982142857142705e+01	2.192368443610303430e+01
2.748387096774193594e+01	2.365408778386045441e+01
2.275000000000000000e+01	1.689834804549446545e+01
2.147177419354838790e+01	2.327412054567944111e+01
1.844166666666666643e+01	2.050743598199335338e+01
2.254838709677419217e+01	1.896765278671172084e+01
2.609274193548387188e+01	2.304928685968080515e+01
2.909166666666666501e+01	2.734410229931777536e+01
2.238709677419354804e+01	2.415114025138870346e+01
2.025833333333333286e+01	1.947369843033304093e+01
1.263709677419354804e+01	1.092041198961343262e+01
1.392741935483870996e+01	1.224986727189238600e+01
2.454017857142857295e+01	2.112480329503274845e+01
2.563709677419354804e+01	1.878414511497161854e+01
2.062500000000000000e+01	1.675189665878663092e+01
1.206451612903225801e+01	8.893856102882040204e+00
9.716666666666666785e+00	8.177390917781918844e+00
1.312500000000000000e+01	1.109183167194263220e+01
1.650806451612903203e+01	1.192347641429668315e+01
2.547500000000000142e+01	1.896134774569923209e+01
2.118548387096774022e+01	1.957774696891274502e+01
1.455833333333333357e+01	1.322705298074954960e+01
1.095161290322580605e+01	1.070751532781146054e+01
1.931048387096774022e+01	2.590468670558005115e+01
1.827678571428571530e+01	1.514083281196235653e+01
2.367741935483870819e+01	2.264916447476123906e+01
2.110833333333333428e+01	2.021480308805625725e+01
1.675806451612903203e+01	1.922400673542275840e+01
1.509583333333333321e+01	1.214372194341129152e+01
1.229435483870967794e+01	1.146198346301143189e+01
1.426612903225806406e+01	1.409049603683262220e+01
1.915833333333333499e+01	1.562236422213004516e+01
1.785887096774193594e+01	1.969792650008384527e+01
1.996249999999999858e+01	2.390420661201705244e+01
1.414919354838709609e+01	1.373239045966624694e+01
2.880645161290322420e+01	2.385733045504477801e+01
2.339224137931034520e+01	2.997781550684481644e+01
2.773790322580645196e+01	2.523358326983696642e+01
3.177083333333333215e+01	3.808479551350585268e+01
2.936693548387096797e+01	3.390128035876490742e+01
2.360833333333333428e+01	1.631808599547004235e+01
1.984677419354838790e+01	1.733332812208091767e+01
2.075000000000000000e+01	2.253210075683421465e+01
2.240416666666666501e+01	3.271975676313760317e+01
1.935887096774193594e+01	2.120265698542083754e+01
3.235416666666666430e+01	3.180100206972869969e+01
1.827016129032258007e+01	1.575504261231688830e+01
2.868951612903225978e+01	4.477241251425384405e+01
2.683482142857142705e+01	2.588133017744309328e+01
3.665322580645161565e+01	4.206006541242415153e+01
2.882083333333333286e+01	2.374248090039361614e+01
1.806048387096774022e+01	1.280689279223010146e+01
2.905833333333333357e+01	3.385946343179243456e+01
2.167741935483870819e+01	2.410328862152483609e+01
2.074596774193548399e+01	2.087568773908070341e+01
5.696666666666666856e+01	7.369536771210401582e+01
2.404838709677419217e+01	1.815051533912914650e+01
2.948333333333333428e+01	2.449472165363160059e+01
3.166532258064516014e+01	2.051329444749161013e+01
2.545161290322580783e+01	1.644166365822376719e+01
4.321428571428571530e+01	6.250184691148685090e+01
3.608064516129032029e+01	2.144971492937630586e+01
2.759583333333333499e+01	1.783907179869201798e+01
2.521370967741935587e+01	2.335315076717534666e+01
2.972083333333333499e+01	2.832330429120554172e+01
3.600403225806451957e+01	6.530026786882956458e+01
2.506854838709677580e+01	2.788410886015685364e+01
2.645416666666666572e+01	4.272867381480757842e+01
2.473790322580645196e+01	2.443457060733476993e+01
1.500416666666666643e+01	1.266672080580535287e+01
2.723790322580645196e+01	2.845659992821534701e+01
2.432258064516129181e+01	2.010939773367761063e+01
3.588839285714285410e+01	3.052693554626247163e+01
2.985483870967741993e+01	4.026689057509765490e+01
2.425000000000000000e+01	2.875101447485520012e+01
2.568951612903225978e+01	2.941657783255510239e+01
2.163749999999999929e+01	1.914064855440727442e+01
4.251612903225806406e+01	7.872379070983107852e+01
3.123790322580645196e+01	3.192765029982717095e+01
3.611249999999999716e+01	2.834254476489364194e+01
2.823387096774193594e+01	2.486158744281826927e+01
3.209583333333333144e+01	2.819491649166959490e+01
3.079435483870967616e+01	2.675881766765608916e+01
2.525000000000000000e+01	2.350759142997660689e+01
2.349568965517241281e+01	1.718083280588243511e+01
2.764516129032258007e+01	3.199979676054085331e+01
5.153333333333333144e+01	7.185980950588599114e+01
3.163306451612903203e+01	3.266160867029243065e+01
2.757083333333333286e+01	2.202695279210348644e+01
2.814516129032258007e+01	2.734669690155647004e+01
2.724596774193548399e+01	2.567146620840504312e+01
2.641666666666666785e+01	2.990041341222930527e+01
4.564919354838709609e+01	5.403301260306091081e+01
4.590833333333333144e+01	7.702229069489487756e+01
3.450000000000000000e+01	2.702612236934075085e+01
2.064112903225806406e+01	1.917544848319688811e+01
2.506250000000000000e+01	2.578855686498512512e+01
2.200000000000000000e+01	2.123808964132375010e+01
2.183749999999999858e+01	2.269899616906733186e+01
2.229838709677419217e+01	1.768997339423849624e+01
2.012500000000000000e+01	1.960997301544973226e+01
3.598790322580644840e+01	4.206930551567590726e+01
1.849193548387096797e+01	1.763564753548441644e+01
2.074166666666666714e+01	2.382295665715926347e+01
2.327419354838709609e+01	4.172584074215831151e+01
1.732499999999999929e+01	2.051631972357615652e+01
2.106048387096774022e+01	2.540003276143552213e+01
1.315725806451612989e+01	1.693808303787411518e+01
1.921875000000000000e+01	1.950918753914421799e+01
1.549596774193548399e+01	1.397982359015530029e+01
2.259166666666666501e+01	1.986957298372452385e+01
1.340725806451612989e+01	1.329926431015893584e+01
1.808333333333333215e+01	1.327785332382041794e+01
2.097177419354838790e+01	1.594430862400118620e+01
2.616532258064516014e+01	1.769524970133837627e+01
2.979166666666666785e+01	2.261245815670841353e+01
3.326612903225806406e+01	2.094024096010410574e+01
2.249583333333333357e+01	1.798610526597931525e+01
2.349596774193548399e+01	2.392545512828823107e+01
1.926209677419354804e+01	2.063312046491434160e+01
1.532589285714285765e+01	1.741602425895532491e+01
1.485483870967741993e+01	1.675328256154263684e+01
1.822916666666666785e+01	1.665462846495098148e+01
2.036693548387096797e+01	1.634057991318127634e+01
2.055000000000000071e+01	1.740251418617436485e+01
2.079838709677419217e+01	1.672089664148777999e+01
2.251209677419354804e+01	1.761894642204501693e+01
4.024166666666666714e+01	4.686425358296970245e+01
2.351612903225806406e+01	3.132529223172076982e+01
2.067500000000000071e+01	2.109548233627285541e+01
1.887500000000000000e+01	1.625615578193232125e+01
2.010080645161290391e+01	1.972272308281107200e+01
2.011637931034482918e+01	1.828178122671970129e+01
2.101209677419354804e+01	2.074975356535331983e+01
2.172916666666666785e+01	2.221161443867199381e+01
1.745564516129032384e+01	1.806992601525169917e+01
1.515000000000000036e+01	1.527260619540751563e+01
1.685887096774193594e+01	1.431613973073056734e+01
1.477419354838709609e+01	1.423837313427788054e+01
1.822083333333333499e+01	1.964065679414910903e+01
1.687500000000000000e+01	1.481405242307277526e+01
1.383750000000000036e+01	1.361443206368398862e+01
